Unnamed: 0,host_id,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
2765,64982450,4,2016-11-25,2017-02-27,100,10,10,10,10,10,10,0.75
2766,31985965,1,2015-07-19,2015-07-19,100,10,10,8,10,10,10,0.05
2767,42153794,44,2016-03-25,2017-04-06,96,10,10,10,10,10,9,3.26
2768,25229156,25,2015-01-20,2017-04-15,94,10,10,9,9,9,9,0.9
2769,89155282,6,2017-03-26,2017-04-24,97,10,10,10,10,9,10,4.62
2770,31560583,0,,,,,,,,,,
2771,5800654,0,,,,,,,,,,
2772,11603110,1,2016-09-15,2016-09-15,100,10,10,10,10,10,10,0.13
2773,9386098,0,,,,,,,,,,
2774,64122733,10,2016-08-08,2017-02-24,98,10,10,10,10,10,9,1.12
2775,3530802,13,2013-03-11,2016-06-20,100,10,10,10,10,10,10,0.26
2776,97695243,7,2016-12-05,2017-04-27,100,10,10,10,10,10,10,1.4
2777,3485266,46,2013-04-18,2017-03-29,88,9,9,10,10,9,8,0.93
2778,13320150,9,2016-04-18,2017-04-06,93,10,10,10,10,9,10,0.71
2779,17683439,12,2017-01-30,2017-03-30,98,10,9,10,10,10,10,3.83
2780,29266718,0,,,,,,,,,,
2781,20403178,0,,,,,,,,,,
2782,29181924,0,,,,,,,,,,
2783,2268306,12,2013-07-12,2017-04-24,100,10,10,10,10,10,10,0.26
2784,66113825,1,2017-03-20,2017-03-20,100,10,10,10,10,10,10,0.67
2785,3503813,75,2014-10-24,2017-01-20,95,10,10,10,10,10,9,2.44
2786,60997230,0,,,,,,,,,,
2787,10061300,0,,,,,,,,,,
2788,54638592,1,2017-04-22,2017-04-22,100,10,10,10,10,10,10,1.0
2789,4967113,2,2014-01-29,2016-08-14,80,8,8,9,10,10,9,0.05
2790,79147062,20,2016-07-04,2017-03-25,93,9,9,10,10,9,9,1.97
2791,61552956,0,,,,,,,,,,
2792,75791708,1,2017-04-19,2017-04-19,100,10,10,10,10,10,10,1.0
2793,30427101,4,2016-09-07,2017-03-12,100,10,10,10,10,10,10,0.5
2794,3114332,0,,,,,,,,,,
2795,110021,12,2016-11-13,2017-04-14,97,10,10,10,10,10,9,2.09
2796,61590307,21,2016-05-22,2017-04-13,90,9,9,10,10,8,9,1.82
2797,19906251,0,,,,,,,,,,
2798,14365675,72,2016-04-10,2017-05-01,90,9,9,9,9,10,9,5.55
2799,31533086,35,2016-09-26,2017-04-25,94,10,9,10,10,9,10,4.77
2800,102998665,0,,,,,,,,,,
2801,4182067,6,2016-05-23,2017-02-26,100,10,10,10,10,8,8,0.52
2802,78070387,0,,,,,,,,,,
2803,2308253,52,2012-06-10,2014-07-01,93,9,9,10,9,9,9,0.87
2804,41677178,24,2015-11-16,2017-04-23,100,10,10,10,10,10,10,1.35
2805,17568269,6,2016-09-18,2017-04-16,97,10,10,10,10,10,10,0.79
2806,38037399,1,2016-07-17,2016-07-17,100,10,10,10,8,10,8,0.1
2807,19702438,192,2014-08-18,2017-04-27,97,10,10,10,10,10,10,5.82
2808,4222034,4,2016-02-02,2017-04-27,100,10,10,10,10,10,10,0.26
2809,8875452,21,2016-11-20,2017-04-26,97,10,10,10,10,10,10,3.82
2810,76816329,11,2016-06-27,2017-02-07,96,10,10,10,10,10,10,1.06
2811,16301832,8,2014-08-03,2016-01-10,95,10,10,10,10,10,10,0.24
2812,67773905,0,,,,,,,,,,
2813,23022545,33,2015-03-28,2017-04-23,99,10,10,10,10,10,10,1.29
2814,14802895,32,2015-04-24,2017-04-21,96,10,10,10,10,9,10,1.3
2815,33084696,28,2015-06-14,2017-04-22,95,10,10,10,10,9,10,1.22
2816,34065109,1,2016-06-12,2016-06-12,100,10,10,10,10,10,10,0.09
2817,66955370,2,2017-03-11,2017-03-18,100,10,10,10,10,10,10,1.11
2818,4210022,8,2017-02-06,2017-04-28,100,10,10,10,10,10,10,2.76
2819,43396394,3,2016-04-07,2016-05-15,100,10,10,10,10,10,10,0.23
2820,65915198,17,2016-09-04,2017-04-23,99,10,10,10,10,10,10,2.11
2821,24601956,12,2015-10-24,2017-03-04,90,9,8,10,10,9,9,0.65
2822,16862571,8,2016-10-09,2017-04-26,95,10,10,10,10,10,10,1.16
2823,2185722,0,,,,,,,,,,
2824,38355900,19,2016-11-22,2017-02-27,98,10,10,10,10,10,10,3.5
2825,122986,103,2010-08-28,2017-04-12,95,9,9,10,10,9,9,1.27
2826,69521492,33,2016-06-11,2017-04-05,98,10,10,10,10,10,10,3.03
2827,21010237,1,2014-10-28,2014-10-28,100,10,10,10,10,10,10,0.03
2828,94567558,7,2017-02-12,2017-04-24,100,10,10,10,10,10,10,2.59
2829,39965644,30,2016-10-22,2017-04-07,87,9,8,10,10,9,9,4.64
2830,61436976,27,2016-07-24,2017-04-23,94,10,9,10,10,10,10,2.85
2831,41000134,46,2016-02-26,2017-04-24,97,10,9,10,10,10,10,3.19
2832,44121925,6,2015-09-28,2017-04-13,93,10,9,10,10,9,9,0.31
2833,124923120,0,,,,,,,,,,
2834,62455260,0,,,,,,,,,,
2835,78886597,16,2016-09-15,2017-03-23,97,10,10,10,10,10,10,2.08
2836,63400817,52,2016-08-15,2017-04-30,95,10,9,10,10,10,10,5.95
2837,25945209,0,,,,,,,,,,
2838,19193898,18,2014-08-21,2017-03-24,99,10,10,10,10,10,9,0.55
2839,55469517,67,2016-01-25,2017-02-18,96,10,10,10,10,9,10,4.32
2840,30291029,43,2015-05-14,2017-04-16,95,9,9,10,10,8,9,1.79
2841,65070562,0,,,,,,,,,,
2842,26656093,0,,,,,,,,,,
2843,98248203,1,2016-11-23,2016-11-23,100,10,10,10,10,10,10,0.19
2844,79697,26,2013-01-23,2017-01-27,94,10,10,10,10,10,10,0.5
2845,2464031,10,2015-07-27,2017-03-21,100,10,10,10,10,10,10,0.46
2846,66803635,19,2016-06-12,2017-04-12,100,10,10,10,10,10,10,1.75
2847,2955215,125,2012-08-24,2014-07-28,94,9,9,9,9,10,9,2.19
2848,2640561,32,2013-11-18,2016-11-20,98,10,10,10,10,10,10,0.76
2849,50670732,1,2016-01-07,2016-01-07,100,10,10,10,10,10,10,0.06
2850,36569166,37,2015-07-25,2017-03-28,91,10,9,10,10,9,9,1.71
2851,2477978,1,2017-04-24,2017-04-24,100,10,10,10,10,10,10,1.0
2852,66249144,30,2016-04-12,2017-03-28,93,10,10,9,10,9,9,2.33
2853,21053971,9,2017-01-19,2017-04-21,100,10,10,10,10,10,10,2.57
2854,3219722,0,,,,,,,,,,
2855,9167008,3,2017-04-02,2017-04-30,100,10,9,10,10,9,10,2.81
2856,10534719,5,2016-07-04,2016-07-24,93,10,10,9,10,10,10,0.49
2857,40513602,5,2016-07-23,2016-12-12,88,9,8,10,10,10,9,0.53
2858,10367362,12,2014-09-11,2017-03-24,100,10,10,10,10,10,10,0.37
2859,21104863,36,2015-05-12,2017-04-19,100,10,10,10,10,10,10,1.49
2860,44115836,9,2016-08-13,2017-04-23,100,10,10,10,10,10,10,1.02
2861,20709265,11,2016-03-09,2016-10-12,100,10,10,10,10,10,10,0.78
2862,20658630,0,,,,,,,,,,
2863,1710696,7,2015-05-02,2016-10-21,100,10,10,10,10,10,10,0.29
2864,2486809,12,2016-09-23,2017-02-03,90,10,10,10,10,10,9,1.62
2865,1769997,4,2013-12-14,2014-08-18,95,9,10,10,10,10,10,0.1
2866,43142829,27,2016-03-10,2017-04-05,93,10,9,10,9,9,9,1.93
2867,48101103,0,,,,,,,,,,
2868,2934482,0,,,,,,,,,,
2869,3485266,4,2017-01-02,2017-04-12,100,10,10,10,10,10,10,0.98
2870,23937416,7,2015-12-01,2017-01-03,100,10,9,10,10,10,10,0.4
2871,2697699,3,2017-01-05,2017-04-16,93,9,7,10,10,10,9,0.76
2872,1402382,0,,,,,,,,,,
2873,63923112,43,2016-04-17,2017-04-23,97,10,10,10,10,10,10,3.38
2874,31791371,1,2017-04-23,2017-04-23,100,10,10,10,10,10,10,1.0
2875,18988506,3,2016-11-03,2017-03-15,80,7,9,9,10,9,9,0.49
2876,14140351,18,2014-10-23,2016-01-15,86,8,8,8,9,10,9,0.58
2877,16390508,119,2014-09-16,2017-04-21,85,9,9,9,9,9,9,3.71
2878,45179814,0,,,,,,,,,,
2879,57040493,4,2016-04-28,2017-03-05,100,10,10,10,10,10,10,0.32
2880,2899582,205,2012-07-30,2017-04-27,97,10,9,10,10,9,10,3.54
2881,1879996,16,2013-12-14,2016-12-05,89,9,9,9,9,10,9,0.39
2882,7381724,9,2015-03-30,2017-04-10,100,10,10,10,10,10,10,0.35
2883,23640232,5,2016-03-01,2017-01-02,100,10,10,10,10,10,10,0.35
2884,63642628,0,,,,,,,,,,
2885,110372961,0,,,,,,,,,,
2886,923522,0,,,,,,,,,,
2887,4468683,54,2016-01-22,2017-04-28,86,9,9,9,9,10,9,3.46
2888,798894,85,2011-10-22,2017-04-30,96,9,10,10,10,10,10,1.26
2889,21940642,6,2016-10-16,2017-04-02,83,8,7,8,9,9,9,0.9
2890,14484583,5,2014-08-03,2015-07-20,100,10,10,10,10,10,10,0.15
2891,126149167,0,,,,,,,,,,
2892,36660093,1,2015-08-03,2015-08-03,100,10,10,10,10,6,8,0.05
2893,11737735,0,,,,,,,,,,
2894,30793816,3,2015-06-03,2017-04-30,100,10,10,10,10,10,10,0.13
2895,6431986,11,2014-06-14,2017-03-27,93,9,9,10,9,10,9,0.31
2896,1158494,2,2015-05-15,2015-08-25,100,10,10,10,10,10,10,0.08
2897,283229,19,2016-09-12,2017-04-20,97,10,10,10,10,10,9,2.44
2898,23126768,53,2016-02-11,2017-04-16,87,9,9,9,9,10,9,3.55
2899,813189,15,2016-10-19,2017-05-01,97,10,10,10,10,10,10,2.28
2900,94507047,0,,,,,,,,,,
2901,4431106,119,2015-04-20,2017-04-17,85,9,9,9,9,9,9,4.79
2902,44843041,0,,,,,,,,,,
2903,5469474,1,2016-12-05,2016-12-05,60,8,6,10,10,8,8,0.2
2904,10767004,1,2016-07-25,2016-07-25,100,10,10,10,10,10,10,0.11
2905,30907194,5,2015-07-26,2016-08-27,100,10,10,10,10,10,10,0.23
2906,10682949,16,2014-07-30,2017-01-28,98,10,10,10,10,9,10,0.48
2907,5989859,139,2014-08-12,2017-04-21,94,10,10,10,10,9,9,4.19
2908,11883627,31,2014-06-19,2017-05-01,95,9,9,10,10,9,9,0.89
2909,42240794,0,,,,,,,,,,
2910,30434864,0,,,,,,,,,,
2911,29048421,39,2015-08-04,2017-02-27,99,10,10,10,10,10,10,1.83
2912,7304995,4,2016-09-03,2017-04-10,100,10,10,10,10,10,10,0.49
2913,6065513,20,2016-08-11,2017-04-16,97,10,10,10,10,10,10,2.26
2914,37718343,2,2017-03-16,2017-04-13,100,10,10,10,10,10,10,1.22
2915,99814099,1,2016-12-04,2016-12-04,100,10,10,10,10,10,10,0.2
2916,75510351,7,2017-02-05,2017-04-25,91,9,9,10,9,9,9,2.39
2917,47225217,1,2016-10-10,2016-10-10,100,10,10,10,10,10,10,0.15
2918,15444398,30,2014-06-03,2016-10-20,97,10,9,10,10,10,10,0.84
2919,78877227,10,2016-11-14,2017-01-29,90,9,9,9,9,9,9,1.75
2920,8328028,0,,,,,,,,,,
2921,95244670,2,2017-02-19,2017-05-01,100,10,10,10,10,10,10,0.81
2922,121688572,3,2017-04-03,2017-04-13,100,10,9,10,10,10,10,3.0
2923,4952348,0,,,,,,,,,,
2924,8556179,65,2015-04-21,2017-05-01,89,9,9,10,9,10,9,2.62
2925,431092,1,2017-01-04,2017-01-04,100,10,10,10,10,10,8,0.25
2926,16243689,0,,,,,,,,,,
2927,3392276,7,2016-03-26,2016-12-07,94,10,10,10,10,10,9,0.52
2928,128224214,0,,,,,,,,,,
2929,33320022,1,2016-11-16,2016-11-16,60,8,6,10,6,10,8,0.18
2930,763420,6,2016-04-30,2017-03-25,97,10,10,10,10,10,9,0.49
2931,15581894,0,,,,,,,,,,
2932,105902478,1,2017-04-02,2017-04-02,100,10,10,10,10,10,10,0.94
2933,7592539,3,2015-07-30,2017-01-15,93,10,10,10,10,9,10,0.14
2934,31901177,0,,,,,,,,,,
2935,90625768,0,,,,,,,,,,
2936,10154655,7,2015-02-26,2016-09-23,93,9,10,10,10,9,8,0.26
2937,48363299,43,2016-03-04,2017-04-09,89,9,9,9,9,10,9,3.03
2938,12975215,4,2016-09-03,2017-02-24,100,10,10,10,10,10,10,0.49
2939,12666303,1,2017-03-23,2017-03-23,100,10,10,10,10,10,10,0.71
2940,17947473,14,2014-07-22,2016-11-24,96,10,10,10,10,10,10,0.41
2941,55130429,4,2016-03-15,2017-02-19,95,10,10,10,10,10,10,0.29
2942,29051307,7,2015-08-31,2016-07-17,97,10,10,9,9,10,10,0.34
2943,96331784,5,2016-12-15,2017-04-06,100,10,10,10,10,10,10,1.07
2944,351521,400,2011-03-14,2017-04-27,95,10,9,10,10,9,10,5.35
2945,13284034,5,2015-05-13,2017-01-31,100,10,10,10,10,10,10,0.21
2946,48576417,4,2016-09-24,2017-02-27,95,10,9,10,10,10,9,0.54
2947,93751481,6,2016-09-10,2017-01-26,100,10,10,10,10,10,10,0.76
2948,76815856,0,,,,,,,,,,
2949,1511369,0,,,,,,,,,,
2950,42146125,24,2016-09-20,2017-04-02,96,10,9,10,10,10,9,3.19
2951,54282523,1,2016-09-08,2016-09-08,100,10,10,10,10,10,10,0.13
2952,6405171,20,2014-02-03,2014-08-07,99,10,10,10,10,10,10,0.51
2953,72766664,0,,,,,,,,,,
2954,21964180,3,2017-03-23,2017-04-23,100,10,10,10,10,10,10,2.14
2955,6213333,0,,,,,,,,,,
2956,71764606,0,,,,,,,,,,
2957,55067641,7,2017-02-28,2017-04-14,94,10,9,9,9,9,9,3.23
2958,7441368,26,2015-11-28,2017-03-20,92,10,10,9,9,9,9,1.49
2959,65908585,0,,,,,,,,,,
2960,85738114,3,2016-07-28,2016-08-15,100,10,10,10,10,10,10,0.32
2961,14288198,64,2016-01-18,2017-04-08,84,9,8,9,9,9,9,4.07
2962,23118355,5,2017-01-02,2017-02-23,92,9,10,10,10,10,10,1.23
2963,100906444,1,2017-01-15,2017-01-15,100,10,10,10,10,10,10,0.28
2964,37435549,0,,,,,,,,,,
2965,62332825,84,2016-03-18,2017-04-13,99,10,10,10,10,10,10,6.12
2966,572870,4,2016-10-03,2017-04-15,93,10,10,10,10,10,10,0.56
2967,15832109,39,2015-07-31,2017-03-30,81,9,8,9,9,9,8,1.82
2968,43965158,11,2016-07-26,2017-05-01,87,9,9,10,10,9,9,1.17
2969,30311201,1,2017-04-09,2017-04-09,100,10,10,10,10,10,10,1.0
2970,3483279,2,2016-10-03,2016-10-08,100,10,10,10,10,10,10,0.28
2971,72026979,2,2016-08-08,2016-08-20,80,6,6,6,8,10,10,0.22
2972,27073942,29,2016-06-18,2017-03-17,90,10,10,10,10,10,9,2.72
2973,20633020,5,2015-09-30,2016-04-05,100,10,10,10,10,10,10,0.26
2974,16071658,2,2016-01-05,2017-01-04,80,9,8,10,10,10,9,0.12
2975,24128984,61,2015-01-19,2017-03-19,98,10,10,10,10,10,10,2.19
2976,5060083,1,2017-04-13,2017-04-13,100,10,10,10,10,10,10,1.0
2977,102430238,11,2016-12-19,2017-04-25,98,10,10,10,10,10,10,2.43
2978,24108656,22,2015-02-17,2017-04-08,97,10,10,10,10,10,10,0.82
2979,102680113,0,,,,,,,,,,
2980,281910,110,2012-12-31,2017-04-01,95,10,9,10,10,9,9,2.08
2981,202624,0,,,,,,,,,,
2982,2635937,3,2015-08-12,2016-01-05,100,10,8,10,10,10,10,0.14
2983,23118355,4,2016-06-18,2016-12-29,95,10,9,10,10,10,10,0.37
2984,77028066,8,2016-07-01,2017-02-03,88,9,8,9,10,8,9,0.78
2985,29180665,2,2016-12-30,2017-02-27,80,8,8,8,8,8,8,0.48
2986,45380528,10,2015-12-27,2017-02-10,94,10,10,10,10,9,9,0.61
2987,870087,12,2013-07-19,2017-04-19,100,10,10,10,10,10,10,0.26
2988,52719339,5,2016-08-10,2017-02-16,100,10,10,10,10,10,10,0.56
2989,17736289,11,2017-02-19,2017-04-30,96,10,9,10,10,10,10,4.46
2990,2896190,1,2017-01-20,2017-01-20,100,10,10,10,10,10,10,0.29
2991,17592415,2,2016-10-14,2016-10-29,100,10,9,9,9,10,10,0.3
2992,30311201,49,2016-02-14,2017-03-30,89,9,9,10,10,9,9,3.3
2993,39255908,2,2016-10-13,2016-10-17,100,10,10,10,9,10,10,0.3
2994,4408677,1,2015-07-06,2015-07-06,100,10,10,10,10,10,10,0.04
2995,89155282,12,2017-01-29,2017-04-25,100,10,10,10,10,10,10,3.79
2996,110221279,1,2017-01-28,2017-01-28,100,10,10,10,10,6,6,0.31
2997,2192205,6,2012-07-29,2015-11-09,80,10,10,9,10,10,10,0.1
2998,4193581,174,2013-08-06,2017-04-18,95,10,9,10,10,9,9,3.82
2999,35031592,0,,,,,,,,,,
3000,13246272,0,,,,,,,,,,
3001,11405440,11,2017-01-22,2017-04-28,93,9,10,10,10,9,10,3.24
3002,14488107,1,2016-06-17,2016-06-17,100,10,10,10,10,8,8,0.09
3003,599955,0,,,,,,,,,,
3004,6513385,69,2014-10-12,2017-04-18,100,10,10,10,10,10,10,2.22
3005,35534220,45,2016-02-15,2017-01-28,94,10,9,10,10,10,10,3.04
3006,14567953,53,2016-05-05,2017-04-30,97,10,10,10,10,10,10,4.37
3007,13569392,20,2015-03-05,2017-02-17,88,9,9,9,9,9,9,0.76
3008,2155322,7,2013-06-11,2015-11-11,100,10,10,10,10,9,10,0.15
3009,54929213,70,2016-06-10,2017-04-09,92,10,10,10,9,10,9,6.4
3010,36117971,1,2017-03-30,2017-03-30,100,10,10,10,10,10,10,0.86
3011,8640050,8,2016-01-11,2016-06-28,80,9,7,9,9,9,9,0.5
3012,55698071,2,2016-09-17,2016-10-30,100,10,9,10,10,10,10,0.26
3013,84563623,2,2016-08-14,2016-09-01,70,6,6,6,8,8,6,0.23
3014,5703433,0,,,,,,,,,,
3015,50960139,6,2016-01-02,2017-01-08,100,10,10,10,10,10,9,0.37
3016,53060400,31,2016-11-15,2017-04-29,100,10,10,10,10,10,10,5.47
3017,7408817,0,,,,,,,,,,
3018,25754653,2,2017-04-23,2017-04-25,100,10,10,9,10,9,9,2.0
3019,24681947,0,,,,,,,,,,
3020,4378151,168,2014-05-05,2017-04-16,93,9,9,10,10,8,9,4.6
3021,3667010,9,2016-06-07,2017-03-25,100,10,10,10,10,10,10,0.82
3022,38116635,8,2016-08-06,2016-10-17,95,10,9,10,10,10,9,0.89
3023,90599019,3,2017-03-27,2017-04-30,100,8,8,10,10,9,8,2.37
3024,79042709,1,2016-06-28,2016-06-28,100,10,10,10,10,8,8,0.1
3025,58056241,0,,,,,,,,,,
3026,42948500,0,,,,,,,,,,
3027,9994110,3,2016-08-06,2017-01-17,100,10,10,9,10,10,10,0.33
3028,19414146,73,2015-06-23,2017-04-15,97,10,10,10,10,10,10,3.22
3029,2451422,14,2014-09-08,2017-04-16,99,10,10,10,10,10,10,0.43
3030,29990285,67,2015-10-09,2017-04-26,91,9,9,9,9,9,9,3.51
3031,8206200,31,2016-02-07,2017-04-13,92,9,9,9,10,10,9,2.06
3032,2693470,143,2012-12-11,2017-03-31,94,9,9,10,10,10,9,2.67
3033,111213443,2,2017-02-21,2017-03-19,70,7,10,8,8,8,7,0.83
3034,68690971,32,2016-05-20,2017-04-18,94,10,9,10,10,9,9,2.75
3035,30927852,21,2016-09-07,2017-02-19,97,10,9,10,10,9,9,2.64
3036,65224536,0,,,,,,,,,,
3037,94404115,3,2016-11-05,2016-11-22,100,10,10,10,10,9,10,0.5
3038,47037,3,2016-02-16,2016-04-22,100,9,9,10,10,10,10,0.2
3039,2454756,12,2014-08-05,2017-02-15,93,9,9,10,9,8,9,0.36
3040,18660652,0,,,,,,,,,,
3041,30536724,1,2016-02-05,2016-02-05,,,,,,,,0.07
3042,9171621,7,2016-06-30,2017-04-30,97,10,10,10,10,10,10,0.68
3043,26125635,7,2017-01-03,2017-04-16,80,8,8,8,8,9,8,1.74
3044,4061297,59,2013-11-28,2017-04-05,97,10,10,10,10,10,10,1.41
3045,52109206,33,2016-10-23,2017-04-26,99,10,10,10,10,9,10,5.13
3046,49759874,1,2015-12-20,2015-12-20,20,6,4,2,6,10,4,0.06
3047,106212290,1,2017-03-25,2017-03-25,100,6,6,8,10,10,8,0.75
3048,28777322,76,2015-08-01,2017-04-09,98,10,10,10,10,10,10,3.55
3049,82396571,2,2016-07-23,2016-08-26,100,10,10,10,9,10,9,0.21
3050,261676,52,2011-04-10,2017-04-29,91,9,9,9,9,9,9,0.7
3051,34506667,44,2016-05-18,2017-03-18,83,8,8,9,8,9,8,3.76
3052,3843940,1,2016-11-27,2016-11-27,80,4,8,6,8,8,8,0.19
3053,105375171,15,2016-11-29,2017-04-27,96,10,9,10,10,9,10,2.88
3054,89994736,1,2017-04-15,2017-04-15,100,10,10,10,10,10,10,1.0
3055,39288371,0,,,,,,,,,,
3056,17579793,23,2016-06-27,2017-04-18,91,9,10,9,10,9,9,2.22
3057,30509123,4,2016-06-27,2016-08-30,80,8,7,8,9,10,8,0.39
3058,36175495,0,,,,,,,,,,
3059,5356943,12,2016-09-29,2017-03-30,96,10,9,10,10,10,9,1.67
3060,13081546,0,,,,,,,,,,
3061,30442651,84,2016-05-02,2017-04-25,95,10,10,9,9,10,9,6.87
3062,129166,0,,,,,,,,,,
3063,88173225,10,2017-01-02,2017-04-02,98,10,10,10,10,10,10,2.46
3064,13529715,4,2014-05-01,2016-07-28,100,10,10,10,10,10,10,0.11
3065,1362612,131,2015-08-13,2017-04-29,94,10,9,10,10,10,9,6.25
3066,116557851,1,2017-04-25,2017-04-25,100,10,10,10,10,8,10,1.0
3067,27182452,2,2016-10-06,2016-11-01,100,10,10,10,10,10,10,0.29
3068,69512986,15,2016-11-12,2017-05-01,94,10,9,10,10,10,9,2.6
3069,9250479,0,,,,,,,,,,
3070,8639151,2,2016-01-03,2016-12-27,100,10,10,10,10,10,10,0.12
3071,35256155,60,2015-08-29,2017-04-18,98,10,10,10,10,10,10,2.93
3072,77546261,19,2016-06-17,2017-03-17,86,8,8,9,10,9,8,1.78
3073,86581251,0,,,,,,,,,,
3074,30442651,8,2016-09-19,2017-01-14,100,10,10,10,10,10,10,1.06
3075,91747927,1,2016-10-03,2016-10-03,100,10,10,10,10,10,10,0.14
3076,4479628,43,2014-09-15,2017-04-28,91,9,9,10,10,9,9,1.34
3077,42770173,0,,,,,,,,,,
3078,94128650,0,,,,,,,,,,
3079,12880886,8,2017-02-16,2017-04-14,98,10,10,10,10,10,10,3.12
3080,6727787,0,,,,,,,,,,
3081,27440992,0,,,,,,,,,,
3082,107924655,0,,,,,,,,,,
3083,11028275,2,2014-11-26,2016-09-09,90,8,8,9,9,9,5,0.07
3084,103918808,26,2017-01-12,2017-04-22,92,9,9,10,10,10,9,6.96
3085,115602999,11,2017-02-26,2017-04-24,96,10,9,10,10,10,10,4.93
3086,12264764,0,,,,,,,,,,
3087,10735225,8,2014-04-26,2016-10-23,98,10,10,10,10,10,10,0.22
3088,21529650,0,,,,,,,,,,
3089,29104786,0,,,,,,,,,,
3090,108266950,0,,,,,,,,,,
3091,96498358,52,2016-09-27,2017-04-27,96,10,10,10,10,10,10,7.12
3092,6727787,5,2017-02-19,2017-05-01,96,10,9,9,10,9,10,2.03
3093,75940047,23,2016-06-10,2017-04-18,95,9,9,9,9,10,10,2.1
3094,22295997,36,2016-04-09,2017-03-16,90,9,9,10,10,10,9,2.77
3095,110845,6,2016-01-08,2016-12-11,97,10,10,10,10,10,9,0.37
3096,22830845,4,2017-03-29,2017-04-30,100,10,10,10,10,10,10,3.33
3097,11366227,198,2014-01-31,2017-04-16,94,10,10,9,9,9,9,5.0
3098,4819292,84,2014-11-04,2017-04-23,98,10,10,10,10,10,10,2.76
3099,86792325,3,2016-08-18,2016-09-24,100,10,9,10,10,10,9,0.35
3100,70838458,40,2016-06-13,2017-04-27,96,10,9,10,10,10,10,3.69
3101,113588381,0,,,,,,,,,,
3102,3425241,0,,,,,,,,,,
3103,6006271,12,2014-09-19,2017-03-22,98,9,9,10,10,9,10,0.38
3104,49441334,0,,,,,,,,,,
3105,72408919,46,2016-05-28,2017-03-30,99,10,10,10,10,10,10,4.05
3106,16256098,4,2015-10-16,2017-02-20,75,8,8,8,8,8,8,0.21
3107,3386487,3,2017-03-30,2017-04-23,100,10,9,10,10,10,10,2.57
3108,29887898,21,2015-04-12,2017-03-22,95,10,10,10,10,10,10,0.84
3109,22197688,17,2015-11-09,2017-02-25,74,8,6,9,9,9,8,0.94
3110,24642902,15,2015-03-23,2017-04-02,95,9,9,10,10,9,9,0.58
3111,29191982,8,2015-04-19,2017-01-03,91,9,9,9,9,10,9,0.32
3112,82167586,13,2016-12-30,2017-04-24,98,10,9,10,10,10,10,3.12
3113,15938400,86,2014-08-31,2017-04-19,98,10,10,10,10,10,10,2.64
3114,39402643,0,,,,,,,,,,
3115,17981722,7,2016-07-12,2016-07-30,97,10,10,10,10,10,10,0.71
3116,30741325,30,2016-02-15,2017-04-16,95,10,9,10,10,9,10,2.03
3117,179618,53,2016-07-16,2017-04-23,91,10,8,10,10,10,9,5.45
3118,113295697,8,2017-02-28,2017-04-02,80,8,9,10,9,9,9,3.69
3119,35085442,131,2015-06-27,2017-04-24,91,9,8,10,9,9,9,5.81
3120,28575618,10,2016-09-04,2017-04-06,86,9,8,10,9,9,9,1.24
3121,84535797,0,,,,,,,,,,
3122,2666337,2,2016-06-13,2016-06-14,80,10,8,10,10,10,8,0.18
3123,32614893,4,2017-02-10,2017-03-24,100,10,10,10,10,10,10,1.45
3124,3294402,26,2016-12-05,2017-04-29,95,9,10,10,9,9,9,5.2
3125,24426430,7,2015-08-15,2016-09-30,89,9,8,9,10,8,9,0.33
3126,4939511,0,,,,,,,,,,
3127,21420131,112,2015-08-25,2017-04-29,88,9,8,10,9,9,9,5.44
3128,50016594,1,2016-08-03,2016-08-03,100,10,10,10,10,10,10,0.11
3129,63473488,0,,,,,,,,,,
3130,76152617,1,2016-06-09,2016-06-09,100,8,8,10,10,10,10,0.09
3131,95583,42,2015-06-15,2017-04-20,93,9,10,10,10,10,9,1.83
3132,28569,349,2011-03-19,2017-05-01,98,10,10,10,10,10,10,4.68
3133,2019601,45,2016-04-03,2017-04-28,99,10,10,10,10,10,10,3.41
3134,28258423,0,,,,,,,,,,
3135,14815581,0,,,,,,,,,,
3136,44543798,5,2015-11-13,2016-10-10,96,10,10,10,10,10,10,0.28
3137,52532648,10,2017-03-21,2017-04-30,98,10,10,10,10,10,10,6.82
3138,4867751,13,2017-02-05,2017-05-02,100,10,10,10,10,10,10,4.43
3139,105237087,40,2016-12-10,2017-02-26,97,10,10,10,10,10,10,8.28
3140,77926474,2,2016-10-15,2016-11-16,100,10,10,10,10,10,10,0.3
3141,24592484,2,2017-03-05,2017-04-12,90,8,10,10,10,10,8,1.0
3142,9762413,222,2014-07-14,2017-04-16,87,9,9,9,9,9,9,6.5
3143,69843281,0,,,,,,,,,,
3144,126665925,0,,,,,,,,,,
3145,2375457,0,,,,,,,,,,
3146,107587090,1,2017-04-05,2017-04-05,100,10,10,10,10,10,10,1.0
3147,12009529,30,2014-03-24,2016-08-21,90,9,9,10,10,9,9,0.79
3148,7684828,59,2015-04-03,2017-04-16,94,9,10,10,10,10,9,2.32
3149,8520623,2,2016-09-10,2016-12-26,90,9,10,10,9,10,10,0.25
3150,33761043,8,2016-07-19,2017-03-28,100,10,10,10,10,10,10,0.83
3151,5493691,9,2014-04-30,2017-04-24,87,9,10,9,10,10,9,0.25
