host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_listings_in_sample,host_verifications,host_has_profile_pic,host_identity_verified
2495456,David,2012-05-29,"Venice, New York, United States",within an hour,100.0,False,Venice,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'work_email']",True,True
2504605,Sara,2012-05-30,"Los Angeles, California, United States",within an hour,100.0,False,,1.0,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
2505310,Andrew,2012-05-30,"Los Angeles, California, United States",,,False,Highland Park,1.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
2521025,Beatriz,2012-06-01,"Los Angeles, California, United States",within an hour,91.0,True,East Hollywood,3.0,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2524429,DaniElle,2012-06-02,"Los Angeles, California, United States",within a day,89.0,False,Hollywood,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2528129,Bianca,2012-06-02,"Los Angeles, California, United States",within a day,88.0,False,Westside,1.0,1,"['email', 'phone', 'reviews']",True,False
2529389,April,2012-06-02,"Santa Monica, California, United States",within an hour,100.0,False,Santa Monica,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2529928,Jaime,2012-06-02,"Los Angeles, California, United States",,,False,Downtown,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2537310,James,2012-06-03,"Los Angeles, California, United States",within a day,100.0,False,Mar Vista,1.0,1,"['email', 'phone', 'reviews']",True,False
2538403,Ed And Terry,2012-06-03,"Los Angeles, California, United States",within an hour,100.0,True,Venice,1.0,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
2545593,Dee,2012-06-04,"Los Angeles, California, United States",within a day,71.0,False,East Hollywood,7.0,1,"['email', 'phone', 'reviews']",True,False
2547025,Krystal,2012-06-04,"Los Angeles, California, United States",within a few hours,100.0,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
2547347,Teressa,2012-06-04,"Los Angeles, California, United States",within a day,84.0,False,Cahuenga Pass,1.0,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
2554837,Birgit,2012-06-05,"Los Angeles, California, United States",within an hour,100.0,False,Hollywood,2.0,2,"['email', 'phone', 'reviews', 'kba']",True,True
2557452,Tony,2012-06-05,"Santa Monica, California, United States",within an hour,96.0,False,Marina Del Rey,4.0,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
2558800,Ben,2012-06-05,"Los Angeles, California, United States",within an hour,100.0,True,Downtown,5.0,5,"['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']",True,True
2563156,David,2012-06-06,"Montreal, Quebec, Canada",within a few hours,100.0,True,Venice,2.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
2565844,Sara,2012-06-06,"Los Angeles, California, United States",within an hour,100.0,False,Palms,3.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2566215,Jo-Ann,2012-06-06,"Los Angeles, California, United States",within an hour,100.0,True,Venice,4.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
2566730,Gwen,2012-06-06,"Los Angeles, California, United States",a few days or more,0.0,False,Altadena,3.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2567247,Melanie,2012-06-06,"Los Angeles, California, United States",within a few hours,90.0,False,Highland Park,1.0,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
2569016,Gidon,2012-06-07,"Los Angeles, California, United States",within a few hours,95.0,False,Beverly Hills,7.0,2,"['email', 'phone', 'reviews', 'jumio', 'sent_id']",True,True
2569865,James,2012-06-07,"Santa Monica, California, United States",within a day,75.0,False,Santa Monica,2.0,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
2575807,Kelly,2012-06-07,"Los Angeles, California, United States",within a few hours,100.0,False,,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2582717,Naja Sonny Lee,2012-06-08,"Los Angeles, California, United States",within a few hours,100.0,False,Mid-Wilshire,3.0,2,"['email', 'phone', 'reviews', 'kba']",True,True
2585715,John,2012-06-09,"Los Angeles, California, United States",within an hour,100.0,False,Venice,5.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",True,True
2595665,Sebastian,2012-06-10,"Philadelphia, Pennsylvania, United States",,,False,,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2596829,Brooklyn,2012-06-10,"Los Angeles, California, United States",within an hour,100.0,False,,2.0,1,"['email', 'phone', 'reviews']",True,False
2603872,JJ James,2012-06-11,"Lawndale, California, United States",within an hour,100.0,True,Redondo Beach,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual']",True,True
2609735,Elizabeth,2012-06-11,"Los Angeles, California, United States",within an hour,100.0,False,Hollywood Hills,3.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2612445,Fred And Katie,2012-06-12,"Manhattan Beach, California, United States",,,False,Manhattan Beach,1.0,1,"['email', 'phone', 'reviews']",True,False
2622454,Mary,2012-06-12,"Los Angeles, California, United States",within an hour,99.0,False,Hollywood,10.0,4,"['email', 'phone', 'reviews', 'kba']",True,True
2629962,Beach Living,2012-06-13,"Los Angeles, California, United States",within a few hours,100.0,False,Venice,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2630535,"Peter, Michelle And Jackson",2012-06-13,"Los Angeles, California, United States",within an hour,100.0,True,Silver Lake,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",True,True
2635937,Caitlin,2012-06-14,"Los Angeles, California, United States",,,False,Westwood,2.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
2637944,Lauren&Alex,2012-06-14,"Los Angeles, California, United States",,,False,Mount Washington,1.0,1,"['email', 'phone', 'reviews', 'sent_id', 'kba']",True,True
2640561,Sandy,2012-06-14,"Los Angeles, California, United States",within an hour,100.0,True,Eagle Rock,1.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
2642276,Cat&Robbie,2012-06-15,"San Francisco, California, United States",within an hour,100.0,False,Mid-Wilshire,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2646515,Jenny,2012-06-15,"New York, New York, United States",,,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
2648216,Jordan,2012-06-15,"Los Angeles, California, United States",within an hour,95.0,True,Arts District,2.0,1,"['phone', 'facebook', 'reviews', 'jumio']",True,False
2652313,John,2012-06-16,"Los Angeles, California, United States",within an hour,100.0,False,Highland Park,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
2656381,Alfredo,2012-06-16,"Los Angeles, California, United States",within a few hours,100.0,False,Encino,8.0,1,"['email', 'phone', 'reviews']",True,False
2657815,Michelle,2012-06-17,US,within an hour,100.0,False,Gardena,1.0,1,"['phone', 'reviews']",True,False
2663715,Zharoff,2012-06-17,"Wenatchee, Washington, United States",,,False,Echo Park,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2666337,Moe,2012-06-17,"Los Angeles, California, United States",,,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",True,True
2671126,East Hollywood,2012-06-18,"Los Angeles, California, United States",within a day,60.0,True,Hollywood,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
2676887,Jason,2012-06-19,"Los Angeles, California, United States",,,True,Downtown,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",True,True
2676904,William,2012-06-19,"Los Angeles, California, United States",within an hour,100.0,False,Marina Del Rey,3.0,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2681006,Amanda,2012-06-19,"Los Angeles, California, United States",within an hour,100.0,True,Silver Lake,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
2681839,Bertha & Peter,2012-06-19,"Los Angeles, California, United States",within a few hours,92.0,False,,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
2681851,Jake,2012-06-19,"Los Angeles, California, United States",within an hour,100.0,False,Chatsworth,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",True,True
2682536,Eddie,2012-06-19,"Los Angeles, California, United States",within a few hours,84.0,False,South LA,22.0,8,"['email', 'phone', 'reviews', 'jumio']",True,True
2684029,Tina,2012-06-19,"Los Angeles, California, United States",within an hour,100.0,False,Palms,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",True,True
2686604,Dara,2012-06-19,"Los Angeles, California, United States",within an hour,100.0,False,Mar Vista,2.0,2,"['email', 'phone', 'reviews']",True,False
2687831,Michael,2012-06-19,"Los Angeles, California, United States",within an hour,100.0,False,Mid-Wilshire,4.0,1,"['email', 'phone', 'reviews', 'jumio', 'work_email']",True,True
2688621,Lauren,2012-06-20,"Los Angeles, California, United States",,,False,Altadena,1.0,1,"['email', 'phone', 'facebook', 'google', 'reviews']",True,False
2693470,Abagail,2012-06-20,"Marina del Rey, California, United States",within an hour,98.0,False,Venice,9.0,3,"['email', 'phone', 'reviews', 'kba']",True,True
2695652,Innka,2012-06-20,"Los Angeles, California, United States",within an hour,100.0,False,Beverly Hills,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2697699,Amazing Rentals,2012-06-20,"Los Angeles, California, United States",within an hour,100.0,False,Mid-Wilshire,9.0,3,"['email', 'phone', 'reviews', 'jumio']",True,True
2703359,Byron,2012-06-21,"Los Angeles, California, United States",,,False,Westside,1.0,1,"['email', 'phone', 'facebook']",True,False
2706072,Jackie,2012-06-21,"Los Angeles, California, United States",within a few hours,100.0,False,Pasadena,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2727122,Eddie,2012-06-24,"Los Angeles, California, United States",within a day,78.0,False,South LA,10.0,2,"['phone', 'reviews']",True,False
2727712,Robin,2012-06-24,"Los Angeles, California, United States",within an hour,92.0,False,Highland Park,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2730920,Deirdre,2012-06-24,"Los Angeles, California, United States",within an hour,100.0,True,Echo Park,6.0,3,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2734452,Christine,2012-06-25,"Los Angeles, California, United States",a few days or more,0.0,False,Palms,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
2742925,Gina,2012-06-25,"Los Angeles, California, United States",,,False,Beverly Hills,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2744886,Jeffrey,2012-06-26,"Littlerock, California, United States",within a few hours,100.0,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
2748853,Carrie,2012-06-26,"Los Angeles, California, United States",,,False,Hollywood Hills,1.0,1,"['email', 'phone', 'facebook']",True,False
2749534,Andry & Sky,2012-06-26,"Los Angeles, California, United States",within an hour,100.0,False,Skid Row,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
2752965,Judd,2012-06-26,"Long Beach, California, United States",within an hour,100.0,False,Long Beach,1.0,1,"['email', 'phone', 'linkedin', 'reviews', 'jumio', 'government_id']",True,True
2760033,Amy,2012-06-27,"Los Angeles, California, United States",within an hour,100.0,True,Lake Balboa,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",True,True
2765007,Gerald,2012-06-27,"Palm Springs, California, United States",within an hour,100.0,False,Venice,2.0,1,"['email', 'phone', 'reviews', 'jumio', 'kba']",True,True
2765569,Steven & Judy,2012-06-27,"Los Angeles, California, United States",within an hour,100.0,True,Marina Del Rey,11.0,3,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2767585,Apple & Chompoo,2012-06-28,"Los Angeles, California, United States",within an hour,100.0,False,Hollywood,2.0,1,"['email', 'phone', 'reviews']",True,False
2772964,Sami,2012-06-28,"Los Angeles, California, United States",within a few hours,100.0,False,Mid-Wilshire,3.0,2,"['email', 'phone', 'reviews', 'kba']",True,True
2774628,Villa Delle Stelle,2012-06-28,"Los Angeles, California, United States",,,False,Hollywood Hills,6.0,2,"['email', 'phone', 'google', 'reviews', 'kba']",True,True
2774796,Brandi,2012-06-28,"Los Angeles, California, United States",within a day,56.0,False,Mid-Wilshire,4.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
2775748,Sherry,2012-06-28,"Los Angeles, California, United States",within a few hours,100.0,False,Westchester/Playa Del Rey,2.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
2777161,Neha,2012-06-29,"Los Angeles, California, United States",within an hour,100.0,True,South Robertson,2.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
2782654,Kate,2012-06-29,"Los Angeles, California, United States",within a few hours,100.0,False,Pacific Palisades,2.0,1,"['email', 'phone', 'reviews']",True,False
2782737,Carol,2012-06-29,"Marina del Rey, California, United States",within a day,100.0,False,Venice,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2783015,Javier,2012-06-29,"Los Angeles, California, United States",within an hour,97.0,False,West Hollywood,5.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2783478,Lyndall,2012-06-29,"Los Angeles, California, United States",within an hour,100.0,False,Studio City,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2784589,Lourah,2012-06-29,"Djakarta, Jakarta Capital Region, Indonesia",within an hour,100.0,False,Pasadena,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2785201,Liz,2012-06-30,"Los Angeles, California, United States",within an hour,100.0,True,Highland Park,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2787990,Scott,2012-06-30,"Santa Monica, California, United States",within a day,100.0,False,Santa Monica,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']",True,True
2789333,Chad,2012-06-30,"Pasadena, California, United States",within an hour,100.0,True,Pasadena,1.0,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
2789606,Henry,2012-06-30,"Los Angeles, California, United States",within an hour,100.0,False,,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']",True,True
2790377,Roxanna,2012-06-30,"Los Angeles, California, United States",within an hour,100.0,True,El Sereno,2.0,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",True,True
2791497,April,2012-06-30,"New York, New York, United States",,,False,Westchester/Playa Del Rey,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
2807098,Olufemi,2012-07-02,"Los Angeles, California, United States",within an hour,100.0,True,Westlake,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2809914,Jazmine May,2012-07-02,"Los Angeles, California, United States",within an hour,100.0,False,Mar Vista,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",True,True
2811194,Kay,2012-07-02,"Pasadena, California, United States",within an hour,100.0,False,Pasadena,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
2812075,Donna,2012-07-02,"Los Angeles, California, United States",within a day,100.0,False,Studio City,1.0,1,"['email', 'phone', 'reviews']",True,False
2812493,Emma And Harry,2012-07-02,"Los Angeles, California, United States",within a day,100.0,False,Venice,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
2813165,Dan,2012-07-03,"Los Angeles, California, United States",,,False,,1.0,1,"['email', 'phone', 'reviews']",True,False
2820180,Deanna,2012-07-03,"Los Angeles, California, United States",within an hour,100.0,False,Hollywood,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'kba']",True,True
2822618,Melissa,2012-07-03,"Los Angeles, California, United States",within a few hours,100.0,False,West Hollywood,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
2830547,Aaron,2012-07-04,"Los Angeles, California, United States",within an hour,100.0,True,Venice,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
2844252,Crystal,2012-07-05,"Los Angeles, California, United States",within an hour,100.0,False,Venice,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",True,True
2844357,Nik & Abby,2012-07-05,"Los Angeles, California, United States",within a day,78.0,False,Venice,4.0,2,"['email', 'phone', 'reviews', 'jumio']",True,True
2850101,Jessica,2012-07-06,"Los Angeles, California, United States",within a day,100.0,False,East Hollywood,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2851778,Vanessa & Tobin,2012-07-06,"Los Angeles, California, United States",,,False,Mar Vista,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2863661,Gaye,2012-07-08,"Los Angeles, California, United States",within an hour,100.0,True,,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
2874238,Neal,2012-07-08,"Los Angeles, California, United States",within a few hours,86.0,False,Brentwood,2.0,1,"['email', 'phone', 'facebook']",True,False
2875465,Milah,2012-07-09,"Los Angeles, California, United States",within an hour,88.0,False,Pasadena,2.0,1,"['email', 'phone', 'reviews', 'sent_id']",True,True
2880069,Linda,2012-07-09,"Calabasas, California, United States",within an hour,100.0,False,,2.0,1,"['email', 'phone', 'reviews']",True,False
2882551,James,2012-07-09,"Los Angeles, California, United States",within an hour,100.0,True,Mar Vista,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2884038,Terry & Michele,2012-07-09,"Los Angeles, California, United States",within an hour,100.0,True,Hollywood Hills,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2884310,Mary Ann,2012-07-09,"Los Angeles, California, United States",,,False,Hollywood Hills,1.0,1,"['phone', 'jumio']",True,False
2887127,Alice Marie,2012-07-10,"Los Angeles, California, United States",within a day,67.0,False,,3.0,2,"['email', 'phone', 'google', 'reviews', 'kba']",True,True
2891376,Ilana,2012-07-10,"Los Angeles, California, United States",within an hour,100.0,True,Echo Park,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2892277,Jens & Katherine,2012-07-10,"Los Angeles, California, United States",within an hour,100.0,False,Highland Park,1.0,1,"['email', 'facebook', 'reviews', 'jumio']",True,False
2896190,Sophia,2012-07-10,"Los Angeles, California, United States",within a few hours,90.0,False,Mid-Wilshire,3.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
2897611,Laurie,2012-07-10,"Redondo Beach, California, United States",within an hour,100.0,False,Redondo Beach,2.0,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
2899582,Dianne,2012-07-11,"Long Beach, California, United States",within an hour,100.0,True,Long Beach,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
2900747,Rosemary Jo,2012-07-11,"Burbank, California, United States",within an hour,100.0,False,Sun Valley,4.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2904967,Frank,2012-07-11,"Los Angeles, California, United States",within a few hours,100.0,False,Hollywood,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2907838,Christian,2012-07-11,"Los Angeles, California, United States",,,False,Silver Lake,2.0,1,"['email', 'phone', 'facebook', 'google', 'reviews']",True,False
2908692,Yos & Noa,2012-07-11,"Los Angeles, California, United States",within an hour,100.0,True,Mid-Wilshire,1.0,1,"['phone', 'facebook', 'reviews']",True,False
2909321,Lori,2012-07-11,"Los Angeles, California, United States",within an hour,100.0,False,Silver Lake,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",True,True
2911272,Lakey,2012-07-12,"Los Angeles, California, United States",within an hour,100.0,False,,2.0,1,"['email', 'phone', 'facebook', 'amex', 'reviews', 'kba', 'work_email']",True,True
2927605,Jessica,2012-07-13,"Santa Monica, California, United States",within a few hours,80.0,False,Santa Monica,3.0,2,"['email', 'phone', 'reviews', 'kba']",True,True
2928895,Laura,2012-07-13,"Culver City, California, United States",,,False,,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2934482,Corey,2012-07-14,US,within an hour,100.0,False,Sherman Oaks,1.0,1,['phone'],True,False
2934582,Yanxia,2012-07-14,"San Gabriel, California, United States",within an hour,100.0,False,San Gabriel,6.0,2,"['email', 'phone', 'reviews', 'jumio', 'kba']",True,True
2938889,Alma,2012-07-15,US,within an hour,100.0,False,West Adams,3.0,1,"['phone', 'reviews']",True,False
2946844,Sara,2012-07-15,"Long Beach, California, United States",within an hour,100.0,True,Long Beach,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2949404,Jim,2012-07-16,"Covina, California, United States",a few days or more,0.0,False,,2.0,1,"['email', 'phone', 'reviews']",True,False
2955215,Annie,2012-07-16,"Los Angeles, California, United States",within a few hours,88.0,False,West Hollywood,3.0,2,"['email', 'phone', 'reviews', 'kba']",True,True
2957583,Amy,2012-07-16,"Los Angeles, California, United States",within an hour,100.0,True,Venice,1.0,1,"['email', 'phone', 'reviews']",True,False
2958330,Lisa,2012-07-16,"New York, New York, United States",within a day,100.0,False,Echo Park,1.0,1,"['email', 'phone', 'reviews']",True,False
2959775,Cathleen,2012-07-16,"Los Angeles, California, United States",within a few hours,80.0,False,West Hollywood,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",True,True
2962051,Mark,2012-07-17,"Los Angeles, California, United States",within a few hours,100.0,False,Sherman Oaks,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2967231,Joni,2012-07-17,"Hermosa Beach, California, United States",within a few hours,100.0,True,Redondo Beach,3.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
2974166,Russell,2012-07-18,"Los Angeles, California, United States",within a few hours,100.0,True,Sherman Oaks,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
2982454,America,2012-07-18,"Los Angeles, California, United States",within a day,90.0,False,Lincoln Heights,2.0,2,"['email', 'phone', 'reviews', 'jumio']",True,True
2982798,Jessica,2012-07-18,"Los Angeles, California, United States",within an hour,100.0,False,Venice,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
3002703,Ross,2012-07-20,"West Hollywood, California, United States",within a day,60.0,False,West Hollywood,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
3004192,Fallon,2012-07-20,"Newport, Kentucky, United States",within an hour,99.0,False,Topanga,6.0,2,"['email', 'phone', 'reviews']",True,False
3009806,Diana,2012-07-21,"Los Angeles, California, United States",within a few hours,100.0,False,Mid-Wilshire,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
3010467,Maxim,2012-07-21,"Los Angeles, California, United States",within a few hours,100.0,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",True,True
3020659,Gail,2012-07-22,"Los Angeles, California, United States",within an hour,100.0,True,Encino,3.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",True,True
3021177,Carlos,2012-07-22,"Los Angeles, California, United States",within an hour,100.0,False,Hollywood Hills,4.0,2,"['email', 'phone', 'google', 'reviews', 'kba', 'work_email']",True,True
3023287,Jeff,2012-07-23,"West Hollywood, California, United States",,,False,Bel Air/Beverly Crest,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",True,True
3024138,Chris,2012-07-23,"Los Angeles, California, United States",,,False,Hollywood,1.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
3034444,Aishah,2012-07-23,"Los Angeles, California, United States",,,False,West Hollywood,2.0,1,"['email', 'phone', 'facebook', 'jumio', 'government_id']",True,True
3035887,Matthew,2012-07-24,"Los Angeles, California, United States",within an hour,100.0,True,Silver Lake,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
3040243,Amber,2012-07-24,"New York, New York, United States",within a few hours,100.0,True,,1.0,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
3041720,Ray,2012-07-24,"Los Angeles, California, United States",within a day,79.0,False,West Hollywood,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
3056187,Kelly,2012-07-25,"Torrance, California, United States",,,False,Torrance,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
3059666,Jean,2012-07-26,"Long Beach, California, United States",within a few hours,90.0,True,Long Beach,4.0,1,"['email', 'phone', 'reviews', 'jumio', 'work_email']",True,True
3069669,Paul,2012-07-26,"Los Angeles, California, United States",,,False,Hollywood Hills,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
3074199,Isharna,2012-07-27,"Red Hill, Australian Capital Territory, Australia",,,False,Venice,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",True,True
3074987,Danielle,2012-07-27,"West Hollywood, California, United States",within an hour,100.0,False,,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
3086285,Marjory,2012-07-28,"Los Angeles, California, United States",,,False,Echo Park,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
3086346,Susan,2012-07-28,"Santa Monica, California, United States",within an hour,100.0,False,Santa Monica,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
3088602,N G,2012-07-29,"Santa Monica, California, United States",within an hour,100.0,True,Santa Monica,5.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
3094233,Chelsey,2012-07-29,"Los Angeles, California, United States",,,False,Venice,3.0,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
3096118,Shewin,2012-07-29,"West Hollywood, California, United States",within an hour,100.0,True,Mid-Wilshire,1.0,1,"['email', 'phone', 'reviews']",True,False
3097566,Steve,2012-07-30,"Los Angeles, California, United States",within an hour,100.0,False,San Gabriel,18.0,6,"['email', 'phone', 'reviews', 'kba']",True,True
3107879,Jenn,2012-07-30,"Los Angeles, California, United States",,,False,Van Nuys,1.0,1,"['email', 'phone', 'reviews']",True,False
3109193,Brian,2012-07-31,"Los Angeles, California, United States",within an hour,100.0,False,Los Feliz,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
3114332,Narell,2012-07-31,"Los Angeles, California, United States",a few days or more,44.0,False,Mid-Wilshire,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
3118435,DonnaLee,2012-07-31,"Santa Monica, California, United States",within a few hours,95.0,True,,3.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
3120515,Julian,2012-07-31,"Los Angeles, California, United States",a few days or more,0.0,False,Mid-Wilshire,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",True,True
3127239,Kiran,2012-08-01,"Los Angeles, California, United States",within a day,70.0,False,Laurel Canyon,16.0,6,"['email', 'phone', 'reviews', 'kba']",True,True
3129220,Kal,2012-08-01,"Pomona, California, United States",,,False,,2.0,1,"['email', 'phone', 'facebook']",True,False
3131108,Zen,2012-08-01,"Los Angeles, California, United States",within a few hours,100.0,False,Santa Monica,1.0,1,"['email', 'phone', 'reviews', 'work_email']",True,False
3131373,Denise,2012-08-01,United States,,,False,Mid-Wilshire,1.0,1,"['email', 'phone', 'facebook', 'amex', 'reviews', 'kba']",True,True
3138549,Priscilla,2012-08-02,"Hermosa Beach, California, United States",within an hour,100.0,False,Hermosa Beach,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",True,True
3139988,Hildegun & Valle,2012-08-02,"Los Angeles, California, United States",within a day,100.0,True,Kungsholmen,3.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",True,True
3147134,Jackie,2012-08-03,"Los Angeles, California, United States",,,False,Silver Lake,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
3159697,Tam,2012-08-04,"Agoura Hills, California, United States",within an hour,100.0,False,,4.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
3160822,Jichél,2012-08-05,"California, United States",,,False,Hawthorne,1.0,1,"['email', 'phone', 'linkedin', 'reviews', 'jumio', 'government_id']",True,True
