Host ID,Number of Reviews,First Review,Last Review,Overall Rating,Review Score,Accuracy,Cleanliness,Check-In,Communication,Location,Value,Reviews per Month,Category Average
26571659,8,2015-06-28,2015-09-25,98,Very High,10,10,10,10,10,10,0.36,10.0
22536807,5,2016-01-10,2017-04-09,100,Very High,9,10,10,10,10,9,0.31,9.666666666666666
23194347,1,2017-04-17,2017-04-17,100,Very High,10,10,10,10,10,10,1.0,10.0
18597200,2,2015-11-19,2016-06-07,100,Very High,10,10,10,10,10,10,0.11,10.0
58078484,19,2016-07-16,2017-04-22,99,Very High,10,10,10,10,10,10,1.95,10.0
30317654,35,2015-06-19,2017-04-07,92,Very High,10,9,10,10,10,9,1.53,9.666666666666666
84786850,5,2016-09-11,2016-11-20,100,Very High,10,10,10,10,10,10,0.64,10.0
4234001,4,2015-10-08,2017-01-02,100,Very High,10,10,10,10,10,8,0.21,9.666666666666666
2609735,9,2015-07-25,2017-01-02,89,Very High,9,8,10,10,10,9,0.42,9.333333333333334
23088284,23,2017-01-11,2017-04-16,90,Very High,9,9,9,10,9,9,6.11,9.166666666666666
61285851,8,2016-06-30,2017-04-10,98,Very High,10,10,10,10,10,10,0.78,10.0
37245120,2,2015-12-30,2016-08-28,100,Very High,10,10,9,10,9,9,0.12,9.5
32913755,19,2015-06-23,2017-01-01,91,Very High,9,10,10,10,10,9,0.84,9.666666666666666
101535517,1,2017-01-03,2017-01-03,20,Very Low,,,2,2,,,0.25,2.0
27335891,38,2015-02-18,2017-03-21,92,Very High,9,9,9,10,10,9,1.41,9.333333333333334
36967758,2,2017-01-02,2017-01-05,100,Very High,10,9,10,10,10,10,0.49,9.833333333333334
41070373,86,2016-02-18,2017-04-23,95,Very High,9,9,10,10,9,10,5.85,9.5
2891376,28,2014-09-01,2017-03-12,98,Very High,10,10,10,10,10,10,0.86,10.0
550078,100,2011-05-05,2017-01-23,95,Very High,9,9,10,10,10,10,1.37,9.666666666666666
24239006,19,2016-08-07,2017-04-25,97,Very High,10,10,10,10,10,10,2.11,10.0
84257349,17,2016-09-04,2017-04-12,96,Very High,10,10,10,10,9,9,2.11,9.666666666666666
9861271,3,2017-03-18,2017-04-06,80,High,9,6,9,10,9,8,1.91,8.5
106937654,16,2017-02-08,2017-04-27,93,Very High,9,10,10,10,10,10,5.65,9.833333333333334
24524835,8,2015-01-01,2017-03-18,98,Very High,10,9,10,10,9,10,0.28,9.666666666666666
32281428,3,2015-05-16,2015-08-04,87,Very High,8,5,9,10,9,8,0.13,8.166666666666666
52993487,7,2017-02-05,2017-04-23,91,Very High,9,10,9,9,9,9,2.39,9.166666666666666
3294402,32,2016-12-24,2017-04-21,97,Very High,10,10,10,10,10,9,7.33,9.833333333333334
1417901,12,2015-06-02,2017-02-23,98,Very High,10,10,10,10,10,10,0.51,10.0
9762413,208,2014-08-10,2017-04-03,85,Very High,9,9,9,9,9,9,6.25,9.0
51612412,3,2016-04-06,2016-07-17,100,Very High,10,10,10,10,9,10,0.23,9.833333333333334
37334916,5,2016-09-25,2016-10-30,92,Very High,10,10,9,9,10,10,0.68,9.666666666666666
4810594,10,2015-08-01,2017-03-11,100,Very High,10,10,10,10,10,10,0.47,10.0
123116103,7,2017-04-06,2017-04-23,100,Very High,10,10,10,9,10,10,7.0,9.833333333333334
4265196,2,2015-06-29,2015-07-05,90,Very High,9,9,9,9,9,9,0.09,9.0
2270448,7,2017-03-06,2017-04-22,97,Very High,10,10,10,10,10,10,3.56,10.0
281706,29,2014-11-15,2015-09-23,90,Very High,9,9,10,10,9,9,0.97,9.333333333333334
4346093,46,2013-10-09,2017-04-09,90,Very High,9,9,10,9,10,9,1.06,9.333333333333334
87403126,1,2016-08-20,2016-08-20,,,,,,,,,0.12,
5538634,1,2016-07-31,2016-07-31,100,Very High,10,10,8,10,10,10,0.11,9.666666666666666
76997138,2,2017-03-04,2017-03-12,90,Very High,9,10,10,10,9,9,0.98,9.5
46668642,42,2016-06-27,2017-04-29,97,Very High,10,9,10,10,10,10,4.05,9.833333333333334
13171981,20,2015-08-23,2017-03-31,95,Very High,10,9,10,10,10,10,0.97,9.833333333333334
3679304,6,2016-11-18,2017-03-05,80,High,9,8,9,10,10,8,1.08,9.0
20056779,4,2015-08-13,2017-01-29,100,Very High,10,9,10,10,10,9,0.19,9.666666666666666
8307169,1,2016-05-22,2016-05-22,100,Very High,10,10,10,10,10,10,0.09,10.0
36904435,2,2015-08-20,2015-09-29,100,Very High,10,10,10,10,10,10,0.1,10.0
6210721,32,2014-01-03,2017-01-01,93,Very High,9,9,10,10,10,9,0.79,9.5
26293231,24,2016-06-06,2017-04-23,96,Very High,10,10,10,10,9,10,2.17,9.833333333333334
25925331,6,2016-10-23,2017-03-17,100,Very High,10,10,10,10,10,10,0.94,10.0
13735101,4,2015-11-07,2015-12-28,100,Very High,10,10,10,10,10,10,0.22,10.0
20745424,32,2015-09-07,2017-04-15,97,Very High,10,10,10,10,10,10,1.59,10.0
7271092,1,2015-08-13,2015-08-13,100,Very High,10,10,10,10,10,10,0.05,10.0
92995614,2,2016-11-30,2017-02-16,100,Very High,10,10,10,10,10,10,0.39,10.0
989176,7,2016-10-23,2017-02-14,95,Very High,10,9,10,10,10,9,1.09,9.666666666666666
32986826,5,2016-12-20,2017-04-14,92,Very High,10,9,10,10,10,10,1.11,9.833333333333334
28933623,5,2015-09-30,2017-04-30,96,Very High,9,9,10,9,10,9,0.26,9.333333333333334
7426511,20,2015-06-28,2015-12-26,100,Very High,10,10,10,10,10,10,0.89,10.0
96902492,20,2016-10-05,2017-04-25,98,Very High,10,10,9,10,10,10,2.84,9.833333333333334
50784721,1,2016-11-20,2016-11-20,,,,,,,,,0.18,
97127818,6,2017-03-14,2017-04-26,97,Very High,10,10,9,9,9,9,3.53,9.333333333333334
51010644,18,2016-07-09,2017-05-01,93,Very High,10,10,10,10,10,9,1.81,9.833333333333334
12054362,18,2015-05-04,2016-08-27,99,Very High,10,10,10,10,10,10,0.74,10.0
3417401,14,2017-01-09,2017-04-16,100,Very High,10,10,10,10,10,10,3.65,10.0
13320057,27,2014-04-14,2017-03-12,94,Very High,10,10,10,9,9,9,0.73,9.5
25131472,12,2016-12-27,2017-03-31,98,Very High,10,9,10,10,10,10,2.81,9.833333333333334
3435610,7,2016-02-28,2017-04-03,100,Very High,10,10,10,10,10,9,0.49,9.833333333333334
52185704,35,2016-04-16,2017-03-25,96,Very High,10,10,10,10,9,9,2.74,9.666666666666666
96605823,9,2017-01-22,2017-04-05,87,Very High,10,9,9,8,9,9,2.65,9.0
9185907,10,2016-07-24,2017-02-18,98,Very High,10,10,10,10,10,10,1.06,10.0
34693116,1,2015-07-20,2015-07-20,100,Very High,10,10,10,10,10,10,0.05,10.0
7186357,17,2016-07-26,2017-04-06,98,Very High,10,10,10,10,9,10,1.81,9.833333333333334
17745202,3,2017-02-25,2017-04-08,100,Very High,10,9,10,10,10,10,1.32,9.833333333333334
63293038,4,2017-01-05,2017-04-30,95,Very High,10,10,10,10,10,10,1.01,10.0
866115,24,2014-01-03,2017-03-01,80,High,8,8,9,9,9,8,0.59,8.5
3508413,1,2016-07-31,2016-07-31,100,Very High,10,10,10,10,10,10,0.11,10.0
68015794,14,2016-06-30,2017-01-04,97,Very High,10,10,10,10,10,10,1.36,10.0
45697001,1,2016-11-13,2016-11-13,100,Very High,10,10,10,10,10,10,0.17,10.0
82202728,1,2016-07-27,2016-07-27,100,Very High,10,10,10,10,10,10,0.11,10.0
20621329,1,2016-10-28,2016-10-28,,,,,,,,,0.16,
4395501,2,2016-06-17,2016-06-26,100,Very High,10,10,10,10,10,,0.19,10.0
21062115,1,2015-11-28,2015-11-28,100,Very High,8,10,10,10,10,10,0.06,9.666666666666666
118117384,4,2017-03-15,2017-04-09,80,High,8,10,10,9,10,9,2.4,9.333333333333334
20438160,12,2015-02-03,2017-01-01,98,Very High,10,10,10,10,10,10,0.44,10.0
1561399,15,2015-08-09,2016-05-15,94,Very High,10,9,10,10,10,10,0.71,9.833333333333334
39282254,2,2015-09-18,2016-02-28,100,Very High,10,10,10,10,10,10,0.1,10.0
3579688,36,2016-03-02,2017-04-22,99,Very High,10,10,10,10,10,10,2.52,10.0
56529670,23,2016-04-24,2017-04-14,88,Very High,9,8,9,9,10,9,1.84,9.0
190861,12,2013-07-15,2017-04-11,96,Very High,10,9,10,10,9,9,0.26,9.5
22442950,118,2014-11-08,2017-04-11,98,Very High,10,10,10,10,10,10,3.9,10.0
65967564,1,2016-07-12,2016-07-12,100,Very High,10,10,10,10,10,10,0.1,10.0
103998917,2,2016-12-29,2017-01-03,90,Very High,10,10,10,10,10,10,0.48,10.0
46245906,11,2016-01-08,2016-07-01,80,High,8,7,9,10,10,9,0.68,8.833333333333334
25275808,90,2016-04-19,2017-04-29,97,Very High,10,10,10,10,10,10,7.11,10.0
92334927,2,2017-04-20,2017-04-22,100,Very High,10,10,10,10,10,10,2.0,10.0
2727712,6,2017-03-24,2017-04-30,97,Very High,10,10,10,10,10,9,4.39,9.833333333333334
1494781,12,2015-03-02,2017-03-20,98,Very High,10,10,10,10,10,9,0.45,9.833333333333334
40077627,123,2015-08-19,2017-04-27,93,Very High,9,9,10,10,10,9,5.91,9.5
110073845,11,2017-01-15,2017-03-29,85,Very High,9,9,10,9,8,9,3.03,9.0
3645619,11,2013-06-22,2017-04-13,94,Very High,9,10,10,10,10,9,0.23,9.666666666666666
429011,5,2012-10-16,2015-07-25,87,Very High,8,8,10,10,10,9,0.09,9.166666666666666
43830281,6,2015-09-20,2016-08-31,97,Very High,9,9,9,10,9,10,0.3,9.333333333333334
46005850,5,2015-12-15,2017-04-30,88,Very High,10,9,10,10,9,10,0.3,9.666666666666666
34690028,7,2016-09-12,2017-02-13,100,Very High,10,10,10,10,10,10,0.9,10.0
68103667,1,2016-05-01,2016-05-01,100,Very High,10,8,10,10,10,10,0.08,9.666666666666666
124509268,1,2017-04-10,2017-04-10,100,Very High,10,10,10,10,10,10,1.0,10.0
34410990,124,2015-05-31,2017-04-16,89,Very High,9,9,9,9,9,9,5.28,9.0
9687590,13,2015-11-16,2017-04-21,88,Very High,10,10,10,10,9,9,0.73,9.666666666666666
53658021,15,2017-02-03,2017-04-21,97,Very High,10,10,9,9,10,10,5.0,9.666666666666666
3475436,7,2013-01-09,2016-04-09,70,High,8,7,8,8,8,8,0.13,7.833333333333333
17310977,27,2014-07-28,2016-11-27,88,Very High,9,7,9,10,9,8,0.8,8.666666666666666
63206508,4,2017-04-09,2017-04-27,95,Very High,10,10,10,10,10,10,4.0,10.0
43361360,187,2015-10-04,2017-04-25,98,Very High,10,10,10,10,10,10,9.71,10.0
6414941,16,2013-12-01,2017-03-31,91,Very High,9,9,9,9,10,9,0.38,9.166666666666666
100569140,8,2017-03-19,2017-04-30,100,Very High,10,10,10,10,10,10,5.22,10.0
17372815,24,2016-02-01,2017-04-02,78,High,8,7,9,8,9,8,1.57,8.166666666666666
73979465,7,2017-02-10,2017-04-29,100,Very High,10,10,10,10,10,10,2.53,10.0
672999,6,2016-05-31,2016-07-17,100,Very High,10,10,9,10,10,10,0.53,9.833333333333334
24367852,9,2015-08-01,2017-04-03,100,Very High,10,10,10,10,10,10,0.42,10.0
8979313,65,2015-06-14,2017-04-17,97,Very High,10,9,10,10,10,10,2.83,9.833333333333334
66145167,2,2016-09-23,2016-09-28,100,Very High,10,10,10,10,10,10,0.27,10.0
40523324,1,2017-04-30,2017-04-30,100,Very High,10,10,10,10,10,10,1.0,10.0
35336437,105,2015-07-02,2017-04-16,83,High,9,8,9,9,7,9,4.69,8.5
36290720,2,2016-11-26,2017-02-27,100,Very High,10,10,10,10,10,10,0.38,10.0
4597097,14,2016-03-13,2017-04-04,98,Very High,10,10,10,10,10,10,1.01,10.0
99799501,6,2016-10-20,2017-04-17,100,Very High,10,10,10,10,10,10,0.92,10.0
73357040,4,2016-07-02,2016-07-24,100,Very High,10,10,10,10,10,10,0.39,10.0
106762469,2,2017-02-21,2017-04-28,100,Very High,10,10,10,10,9,10,0.83,9.833333333333334
12320151,69,2015-12-10,2017-05-02,98,Very High,10,10,10,10,10,10,4.05,10.0
13007611,4,2017-01-10,2017-04-20,100,Very High,10,10,10,10,10,10,1.05,10.0
5308092,82,2014-09-29,2017-04-25,90,Very High,10,9,10,10,9,9,2.59,9.5
16672866,7,2016-07-25,2017-01-14,97,Very High,10,10,10,10,10,10,0.74,10.0
6724947,6,2016-10-30,2017-03-05,73,High,8,7,9,9,8,8,0.97,8.166666666666666
202154,90,2014-08-09,2017-04-20,96,Very High,10,10,10,10,10,9,2.7,9.833333333333334
114217530,4,2017-02-03,2017-03-27,100,Very High,10,10,10,10,10,10,1.33,10.0
97873154,35,2016-11-10,2017-04-30,91,Very High,9,9,10,9,9,9,6.0,9.166666666666666
4951380,33,2014-10-01,2017-04-21,99,Very High,10,10,10,10,10,10,1.05,10.0
39180866,16,2015-09-13,2017-04-27,100,Very High,10,10,10,10,10,10,0.8,10.0
16307681,78,2014-09-01,2017-04-18,86,Very High,9,9,9,9,10,9,2.4,9.166666666666666
187286,123,2013-07-14,2017-04-13,99,Very High,10,10,10,10,10,10,2.65,10.0
33659101,1,2017-01-01,2017-01-01,100,Very High,10,8,10,10,10,10,0.24,9.666666666666666
55324980,7,2016-03-08,2016-07-22,89,Very High,10,9,10,10,10,10,0.5,9.833333333333334
86567636,14,2016-10-31,2017-04-23,100,Very High,10,10,10,10,10,10,2.27,10.0
6185056,2,2016-07-24,2016-08-07,90,Very High,10,10,8,10,10,9,0.21,9.5
14930951,120,2014-07-07,2017-04-23,83,High,9,9,9,9,8,8,3.49,8.666666666666666
13007098,3,2015-08-17,2015-08-24,100,Very High,10,9,10,10,10,10,0.14,9.833333333333334
1131731,14,2014-08-29,2016-08-20,96,Very High,10,10,10,10,10,9,0.43,9.833333333333334
20384863,9,2016-08-10,2017-03-13,93,Very High,10,10,10,10,9,10,1.01,9.833333333333334
54950941,6,2017-03-12,2017-04-30,100,Very High,10,10,10,10,10,10,3.4,10.0
28139046,43,2016-06-26,2017-04-14,93,Very High,10,10,10,10,9,9,4.13,9.666666666666666
9811903,215,2014-02-22,2017-04-14,91,Very High,10,9,10,9,9,9,5.53,9.333333333333334
4964338,82,2013-06-25,2017-05-01,95,Very High,10,10,10,10,9,9,1.75,9.666666666666666
678493,49,2016-07-08,2017-05-02,95,Very High,10,9,10,10,10,10,4.9,9.833333333333334
13209043,96,2015-01-02,2017-04-29,88,Very High,9,9,9,9,9,9,3.38,9.0
5610403,201,2014-10-28,2017-04-28,98,Very High,10,10,10,10,10,10,6.56,10.0
3519527,226,2013-03-29,2017-04-25,98,Very High,10,10,10,10,10,10,4.53,10.0
4000544,25,2016-03-01,2017-04-16,89,Very High,10,9,10,9,10,9,1.75,9.5
7425069,57,2015-08-05,2017-02-04,98,Very High,10,10,10,10,10,10,2.68,10.0
30173930,3,2017-01-24,2017-04-14,100,Very High,10,10,10,10,10,9,0.9,9.833333333333334
8836213,2,2017-04-17,2017-04-26,100,Very High,9,9,10,10,10,9,2.0,9.5
2258582,109,2013-09-04,2017-04-29,98,Very High,10,10,10,10,10,10,2.44,10.0
54272896,1,2016-11-29,2016-11-29,100,Very High,10,10,10,10,10,10,0.19,10.0
4345071,2,2016-05-20,2016-07-07,100,Very High,10,10,10,10,10,10,0.17,10.0
83017606,13,2016-09-26,2017-01-02,95,Very High,9,10,10,10,9,10,1.78,9.666666666666666
18297596,134,2015-12-30,2017-04-23,99,Very High,10,10,10,10,10,10,8.19,10.0
592405,225,2013-03-11,2017-04-16,91,Very High,9,9,10,10,10,9,4.46,9.5
40712381,6,2016-12-13,2017-04-30,96,Very High,10,10,10,10,10,10,1.27,10.0
8289461,25,2014-03-11,2017-03-09,96,Very High,10,9,10,10,10,10,0.65,9.833333333333334
77952373,10,2016-08-29,2017-04-20,100,Very High,10,10,10,10,10,10,1.21,10.0
27957225,73,2015-03-08,2017-04-07,95,Very High,10,9,10,10,10,10,2.78,9.833333333333334
15577626,1,2016-09-25,2017-01-15,100,Very High,8,10,10,10,10,10,0.14,9.666666666666666
1278919,7,2016-10-23,2017-02-09,94,Very High,10,10,10,10,9,9,1.09,9.666666666666666
32869912,10,2016-11-18,2017-03-26,92,Very High,9,9,10,10,9,9,1.8,9.333333333333334
107047126,3,2017-02-13,2017-04-27,100,Very High,10,10,10,10,10,10,1.13,10.0
29959288,2,2017-03-12,2017-03-23,60,Moderate,8,7,10,5,10,6,1.13,7.666666666666667
67813176,2,2016-09-26,2017-02-19,90,Very High,10,10,10,10,10,10,0.27,10.0
24708112,12,2015-06-21,2017-03-18,98,Very High,10,10,10,10,9,10,0.53,9.833333333333334
59758735,8,2016-03-23,2017-04-19,88,Very High,10,9,10,10,10,9,0.59,9.666666666666666
23353151,1,2016-10-15,2016-10-15,100,Very High,10,10,10,10,10,10,0.15,10.0
646654,39,2014-10-19,2017-04-20,97,Very High,10,10,10,10,10,10,1.26,10.0
55435140,2,2016-02-02,2017-01-31,100,Very High,10,10,10,10,7,10,0.13,9.5
1541512,1,2015-07-25,2015-07-25,80,High,8,6,10,10,6,8,0.05,8.0
11637266,60,2015-12-18,2017-04-15,91,Very High,9,9,10,10,10,9,3.58,9.5
14718321,22,2016-06-07,2017-04-29,96,Very High,10,10,10,10,10,10,1.99,10.0
60632106,16,2016-04-24,2017-01-18,84,High,9,9,10,10,9,9,1.28,9.333333333333334
10182297,8,2015-08-20,2016-12-30,95,Very High,9,10,10,10,9,9,0.39,9.5
53331260,3,2016-04-13,2016-11-12,87,Very High,9,9,9,9,9,9,0.23,9.0
15533468,3,2016-03-01,2016-05-24,100,Very High,10,9,10,10,10,10,0.21,9.833333333333334
89420054,38,2016-12-11,2017-05-01,98,Very High,10,10,10,10,10,10,7.92,10.0
110512744,17,2017-01-29,2017-04-26,89,Very High,9,9,10,10,9,9,5.37,9.333333333333334
57425866,50,2016-05-13,2017-04-07,96,Very High,9,10,10,10,10,10,4.21,9.833333333333334
5792870,10,2013-06-17,2014-08-16,91,Very High,9,10,10,10,9,9,0.21,9.5
30003401,18,2015-08-08,2017-04-24,92,Very High,9,9,10,10,9,10,0.85,9.5
24563876,1,2015-03-18,2015-03-18,100,Very High,10,8,10,10,10,10,0.04,9.666666666666666
86389913,13,2016-08-11,2017-02-22,85,Very High,9,9,10,9,9,9,1.47,9.166666666666666
1463561,26,2015-08-09,2017-04-15,95,Very High,10,9,10,10,10,9,1.23,9.666666666666666
49114555,12,2015-12-16,2017-04-12,98,Very High,10,10,10,10,10,10,0.71,10.0
14818713,1,2014-08-01,2014-08-01,100,Very High,10,10,10,10,10,10,0.03,10.0
1705603,9,2016-04-10,2016-07-21,91,Very High,8,10,10,10,10,9,0.69,9.5
76820371,35,2016-06-21,2017-04-16,83,High,9,8,10,10,9,9,3.31,9.166666666666666
53511541,3,2016-02-15,2016-08-02,93,Very High,9,10,9,10,10,10,0.2,9.666666666666666
66109042,34,2016-05-06,2016-11-04,95,Very High,10,10,10,10,10,10,2.81,10.0
8639785,154,2014-01-08,2017-04-29,98,Very High,10,10,10,10,10,10,3.81,10.0
24299221,39,2016-05-02,2017-04-30,92,Very High,10,9,10,10,9,9,3.18,9.5
92203788,1,2017-03-27,2017-03-27,100,Very High,,10,10,10,10,10,0.79,10.0
25565082,13,2016-09-20,2017-04-30,98,Very High,10,10,10,10,10,10,1.73,10.0
43025799,2,2017-03-12,2017-03-19,100,Very High,10,10,10,10,10,10,1.13,10.0
5637697,34,2015-06-29,2017-04-28,93,Very High,10,9,10,10,10,9,1.51,9.666666666666666
16545761,1,2017-04-24,2017-04-24,100,Very High,10,10,10,10,10,10,1.0,10.0
675121,38,2016-07-16,2017-04-16,96,Very High,10,10,10,10,9,9,3.9,9.666666666666666
2400130,16,2015-03-16,2017-04-04,98,Very High,10,10,10,10,10,10,0.62,10.0
9124283,63,2014-04-20,2017-04-17,100,Very High,10,10,10,10,10,10,1.7,10.0
6602626,79,2013-07-25,2017-04-23,98,Very High,10,10,10,10,9,10,1.72,9.833333333333334
73192868,22,2016-07-12,2017-03-16,90,Very High,9,9,9,9,10,9,2.23,9.166666666666666
30319,17,2016-04-11,2017-04-24,89,Very High,9,9,9,10,9,9,1.31,9.166666666666666
59532199,3,2016-03-02,2016-04-14,100,Very High,10,10,10,10,10,10,0.21,10.0
109891062,2,2017-03-18,2017-04-10,100,Very High,10,8,10,10,10,8,1.28,9.333333333333334
92987152,12,2016-09-03,2017-05-01,94,Very High,9,10,9,9,9,9,1.48,9.166666666666666
32089619,1,2017-04-15,2017-04-15,100,Very High,10,10,10,10,10,10,1.0,10.0
119316616,2,2017-04-19,2017-04-20,100,Very High,10,10,10,10,9,10,2.0,9.833333333333334
30102636,1,2016-07-31,2016-07-31,100,Very High,10,10,10,10,10,10,0.11,10.0
66659499,69,2016-07-03,2017-04-27,89,Very High,10,9,9,9,10,9,6.79,9.333333333333334
12274940,45,2016-02-02,2017-04-17,96,Very High,10,10,10,10,10,9,2.95,9.833333333333334
20339206,30,2016-07-18,2017-04-29,93,Very High,10,9,10,9,10,10,3.1,9.666666666666666
60682145,2,2016-06-14,2016-06-29,100,Very High,10,10,10,10,10,10,0.19,10.0
1929224,49,2015-03-20,2017-02-20,93,Very High,9,8,9,10,10,9,1.89,9.166666666666666
15386857,7,2015-09-13,2017-04-27,100,Very High,10,9,10,10,10,10,0.35,9.833333333333334
1936673,4,2016-07-06,2017-01-29,100,Very High,10,10,10,10,10,10,0.4,10.0
22738322,21,2015-08-04,2017-04-13,91,Very High,10,10,10,9,9,10,0.99,9.666666666666666
9598680,6,2014-06-24,2017-02-14,92,Very High,9,9,10,10,10,9,0.17,9.5
37154242,14,2015-09-14,2017-02-26,100,Very High,10,10,10,10,10,10,0.7,10.0
116447499,13,2017-02-27,2017-04-27,100,Very High,10,10,10,10,10,10,5.91,10.0
121418710,5,2017-04-04,2017-04-29,100,Very High,10,10,10,10,10,10,5.0,10.0
119392124,13,2017-03-18,2017-04-29,98,Very High,10,10,10,10,10,10,8.3,10.0
5577396,68,2015-02-08,2017-04-15,94,Very High,10,9,10,10,10,9,2.5,9.666666666666666
42872549,5,2016-06-20,2017-02-23,88,Very High,10,8,10,10,10,9,0.47,9.5
6790833,90,2016-03-12,2017-04-23,97,Very High,10,10,10,10,10,10,6.46,10.0
7965066,15,2014-09-23,2016-07-29,97,Very High,10,10,10,10,9,10,0.47,9.833333333333334
6199788,39,2016-04-17,2017-04-21,97,Very High,10,10,10,10,10,10,3.06,10.0
2163999,1,2016-05-01,2016-05-01,100,Very High,10,10,10,10,10,10,0.08,10.0
13158011,32,2014-11-22,2017-02-05,94,Very High,9,10,10,9,9,10,1.07,9.5
41201687,5,2017-01-30,2017-05-02,92,Very High,10,9,10,10,10,10,1.6,9.833333333333334
10678749,63,2015-02-09,2017-04-20,92,Very High,9,9,10,10,10,9,2.32,9.5
44836175,1,2017-04-12,2017-04-12,100,Very High,10,10,10,10,10,10,1.0,10.0
586282,11,2016-02-21,2017-04-28,96,Very High,10,10,10,10,9,10,0.75,9.833333333333334
15959317,36,2016-04-06,2017-04-30,97,Very High,10,9,10,10,10,10,2.75,9.833333333333334
37489936,1,2015-08-23,2015-08-23,100,Very High,10,10,10,10,10,10,0.05,10.0
41772451,44,2016-06-27,2017-03-31,90,Very High,10,9,10,9,10,9,4.24,9.5
8837639,90,2014-09-25,2016-08-28,96,Very High,10,9,10,10,10,10,2.84,9.833333333333334
62294431,3,2016-09-22,2017-02-10,100,Very High,10,10,10,10,10,10,0.4,10.0
4482023,11,2015-02-26,2017-03-22,98,Very High,10,10,10,10,10,10,0.41,10.0
98999500,1,2016-11-07,2016-11-07,100,Very High,10,10,10,10,8,10,0.17,9.666666666666666
66206065,91,2016-04-17,2017-04-18,97,Very High,10,10,10,10,10,10,7.15,10.0
16589093,6,2015-05-09,2016-07-19,93,Very High,9,9,9,9,10,10,0.25,9.333333333333334
11155938,10,2014-03-27,2015-07-26,94,Very High,10,9,10,10,9,9,0.26,9.5
38398883,43,2016-01-26,2017-04-24,89,Very High,9,9,10,10,7,9,2.78,9.0
14383797,6,2015-04-13,2016-12-10,93,Very High,9,9,10,10,10,9,0.24,9.5
98212310,27,2016-11-03,2017-04-23,98,Very High,10,9,10,10,10,10,4.45,9.833333333333334
4297511,55,2013-01-03,2017-04-25,94,Very High,9,9,10,10,10,10,1.04,9.666666666666666
51367184,13,2016-01-25,2017-04-19,85,Very High,10,9,10,9,9,9,0.84,9.333333333333334
17213169,15,2016-01-17,2017-04-16,100,Very High,10,10,10,10,10,10,0.95,10.0
42813849,7,2016-01-01,2017-03-19,100,Very High,10,10,10,10,9,10,0.43,9.833333333333334
64248721,1,2017-03-19,2017-03-19,100,Very High,10,10,10,10,10,10,0.65,10.0
34884226,7,2017-03-12,2017-04-23,89,Very High,9,9,10,10,9,9,3.96,9.333333333333334
66110478,8,2016-06-05,2017-04-02,100,Very High,10,10,10,10,10,9,0.72,9.833333333333334
7166862,2,2015-05-06,2015-05-19,100,Very High,9,10,10,10,9,10,0.08,9.666666666666666
21915869,1,2016-11-07,2016-11-07,100,Very High,10,10,10,10,10,10,0.17,10.0
3439872,34,2013-05-30,2017-04-08,93,Very High,10,10,10,9,9,9,0.71,9.5
3518918,48,2013-09-02,2017-04-17,95,Very High,10,9,10,10,10,10,1.07,9.833333333333334
1290732,10,2016-05-25,2017-03-26,98,Very High,10,10,10,10,10,10,0.87,10.0
69862405,4,2017-02-16,2017-04-09,100,Very High,10,10,10,10,10,10,1.56,10.0
28575618,1,2017-01-02,2017-03-26,80,High,10,10,10,10,8,10,0.25,9.666666666666666
47037682,5,2017-01-20,2017-04-30,88,Very High,10,9,10,10,9,10,1.44,9.666666666666666
36160002,25,2016-09-10,2017-04-09,89,Very High,9,9,10,9,9,9,3.18,9.166666666666666
552501,78,2012-09-17,2017-04-01,93,Very High,9,8,10,10,9,9,1.38,9.166666666666666
44220819,2,2016-06-14,2016-10-22,90,Very High,9,9,10,9,10,10,0.19,9.5
14938122,8,2014-08-18,2016-12-27,100,Very High,10,9,10,10,10,10,0.24,9.833333333333334
16718741,74,2015-07-25,2017-04-23,93,Very High,10,9,9,10,10,9,3.42,9.5
85031269,14,2016-12-27,2017-04-01,85,Very High,9,7,9,9,10,9,3.28,8.833333333333334
20699515,3,2016-08-30,2016-12-12,100,Very High,10,9,10,10,10,9,0.36,9.666666666666666
75077006,29,2016-07-17,2017-04-26,99,Very High,10,10,10,10,10,10,2.99,10.0
2850101,4,2015-03-24,2016-08-13,80,High,8,8,10,10,7,8,0.16,8.5
42962,20,2014-05-26,2015-08-07,88,Very High,9,8,9,9,9,9,0.56,8.833333333333334
4698936,53,2013-06-27,2017-02-13,94,Very High,10,10,10,10,10,9,1.13,9.833333333333334
5681634,16,2017-01-17,2017-04-30,95,Very High,10,10,10,10,10,9,4.49,9.833333333333334
57328401,84,2016-02-13,2017-04-29,96,Very High,10,9,10,10,10,10,5.65,9.833333333333334
17021513,46,2015-03-28,2016-08-14,93,Very High,9,9,10,10,10,9,1.8,9.5
5381136,42,2014-04-08,2016-12-12,97,Very High,10,10,10,10,9,10,1.12,9.833333333333334
91867133,1,2017-04-11,2017-04-11,100,Very High,10,8,10,10,10,10,1.0,9.666666666666666
32380257,13,2015-07-23,2017-01-07,88,Very High,9,9,9,9,9,9,0.6,9.0
1458653,62,2014-04-20,2017-04-18,92,Very High,9,9,10,9,10,9,1.68,9.333333333333334
201467,49,2011-11-13,2017-04-17,98,Very High,10,10,10,10,10,10,0.74,10.0
44044010,2,2016-10-18,2016-11-20,100,Very High,10,10,9,10,9,8,0.3,9.333333333333334
27018529,40,2015-03-15,2017-04-25,99,Very High,10,10,10,10,10,10,1.54,10.0
