host_id,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
88568306,37,2016-08-12,2017-04-23,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.19
41874136,21,2015-08-26,2017-01-24,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1.02
57161,46,2011-08-18,2017-01-10,86.0,9.0,9.0,9.0,9.0,9.0,9.0,0.66
115231132,0,,,,,,,,,,
27273083,1,2016-12-31,2016-12-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.24
111826945,8,2017-02-11,2017-04-15,93.0,10.0,9.0,9.0,10.0,9.0,9.0,2.93
25923001,64,2015-06-11,2017-04-09,96.0,10.0,9.0,10.0,10.0,9.0,10.0,2.77
36479480,29,2015-11-13,2016-08-24,92.0,10.0,9.0,10.0,9.0,9.0,9.0,1.62
105956618,0,,,,,,,,,,
53911252,14,2016-11-16,2017-05-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.49
2682536,0,,,,,,,,,,
46872959,0,,,,,,,,,,
6844390,23,2013-06-24,2015-05-15,88.0,9.0,8.0,10.0,9.0,9.0,9.0,0.49
47671729,36,2015-12-21,2017-04-29,96.0,10.0,9.0,10.0,10.0,10.0,10.0,2.16
91600545,5,2016-10-31,2017-04-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.81
1800358,5,2016-01-24,2017-02-25,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0.32
4417638,27,2016-03-30,2017-04-17,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2.03
31890095,0,,,,,,,,,,
4809256,41,2013-10-18,2017-04-10,92.0,10.0,8.0,10.0,10.0,10.0,9.0,0.95
9212841,12,2013-12-01,2016-07-31,95.0,10.0,10.0,10.0,10.0,8.0,10.0,0.29
103885710,1,2016-11-20,2016-11-20,100.0,8.0,8.0,8.0,10.0,8.0,8.0,0.18
2772964,23,2012-07-05,2017-04-26,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.39
15914956,4,2014-07-28,2016-09-20,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.12
12155490,2,2016-08-01,2016-08-06,90.0,10.0,10.0,9.0,10.0,10.0,9.0,0.22
108751843,9,2017-01-20,2017-04-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.6
59799245,2,2016-04-30,2016-06-20,40.0,4.0,4.0,4.0,4.0,3.0,3.0,0.16
15811249,1,2017-04-21,2017-04-21,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
476052,2,2016-05-04,2016-06-16,100.0,10.0,10.0,9.0,10.0,10.0,10.0,0.16
44866621,3,2016-02-20,2016-08-04,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.21
37848733,3,2016-05-15,2016-06-06,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.25
16841822,0,,,,,,,,,,
942341,118,2013-08-12,2017-04-27,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.6
34696752,1,2015-12-26,2015-12-26,100.0,8.0,8.0,10.0,8.0,8.0,8.0,0.06
24127396,2,2016-08-15,2016-10-14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.23
20813830,82,2015-07-13,2017-04-15,92.0,10.0,9.0,9.0,9.0,9.0,9.0,3.72
32233188,1,2016-08-15,2016-08-15,,,,,,,,0.11
88210523,17,2016-09-17,2017-03-19,84.0,9.0,8.0,9.0,9.0,9.0,9.0,2.23
33047645,0,,,,,,,,,,
69268330,0,,,,,,,,,,
3925011,4,2017-03-29,2017-04-28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.33
11342600,3,2015-05-23,2016-02-15,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.13
48477918,1,2017-04-08,2017-04-08,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
11341922,18,2016-12-21,2017-04-16,94.0,10.0,10.0,10.0,10.0,9.0,9.0,4.03
49206913,0,,,,,,,,,,
73924106,16,2016-08-14,2017-03-25,81.0,10.0,8.0,9.0,8.0,10.0,9.0,1.83
13413336,1,2014-08-28,2014-08-28,100.0,8.0,8.0,10.0,10.0,10.0,10.0,0.03
30046040,5,2016-10-17,2016-11-27,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0.75
1680234,5,2014-06-16,2016-05-11,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.14
388919,179,2014-10-19,2017-04-24,99.0,10.0,10.0,10.0,10.0,10.0,10.0,5.79
39023436,0,,,,,,,,,,
33876540,22,2015-12-01,2017-04-20,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.27
40602933,10,2015-08-17,2016-01-07,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.48
123295,1,2015-01-04,2015-01-04,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.04
14365675,5,2017-04-16,2017-04-25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0
870087,17,2011-10-25,2017-01-03,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.25
74245946,17,2016-11-19,2017-03-09,87.0,9.0,8.0,9.0,9.0,10.0,9.0,3.07
55685040,0,,,,,,,,,,
109404010,0,,,,,,,,,,
101083764,6,2017-01-08,2017-04-24,80.0,9.0,9.0,9.0,9.0,8.0,8.0,1.55
68317105,0,,,,,,,,,,
25406808,3,2016-08-05,2017-03-31,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.33
15534411,12,2015-02-09,2017-04-17,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.44
10577228,4,2016-12-28,2017-01-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.94
1362945,7,2015-01-03,2016-09-09,94.0,9.0,10.0,10.0,10.0,10.0,10.0,0.25
25804016,29,2016-05-22,2017-04-11,84.0,9.0,9.0,9.0,10.0,9.0,9.0,2.51
6397101,9,2014-08-18,2016-11-20,98.0,9.0,10.0,10.0,10.0,10.0,9.0,0.27
9488470,19,2014-08-30,2017-04-23,91.0,10.0,9.0,10.0,9.0,9.0,9.0,0.58
99107316,0,,,,,,,,,,
14645867,2,2017-04-10,2017-04-15,100.0,9.0,10.0,10.0,10.0,10.0,10.0,2.0
6960000,36,2016-07-03,2017-04-25,79.0,9.0,8.0,9.0,9.0,8.0,8.0,3.54
78758064,2,2016-07-06,2016-07-13,80.0,8.0,8.0,8.0,8.0,10.0,10.0,0.2
83621924,1,2016-07-27,2016-07-27,60.0,8.0,6.0,10.0,10.0,8.0,10.0,0.11
78701181,2,2016-10-23,2017-02-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.31
52125948,0,,,,,,,,,,
3536090,8,2014-07-23,2017-02-19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.24
9896419,51,2015-05-30,2017-03-20,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2.17
46663869,13,2015-10-26,2017-04-14,88.0,9.0,8.0,9.0,9.0,9.0,9.0,0.7
3975009,25,2015-06-08,2016-09-11,82.0,8.0,8.0,9.0,9.0,9.0,8.0,1.08
74342848,0,,,,,,,,,,
6727787,0,,,,,,,,,,
30608664,0,,,,,,,,,,
85973702,1,2017-04-03,2017-04-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
5683410,26,2015-03-05,2017-03-07,98.0,10.0,9.0,10.0,10.0,9.0,9.0,0.99
17414839,0,,,,,,,,,,
283146,51,2013-08-17,2017-04-25,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.13
2380354,0,,,,,,,,,,
10135357,3,2017-03-12,2017-04-10,93.0,10.0,10.0,10.0,10.0,9.0,9.0,1.7
107604517,6,2017-01-17,2017-03-24,97.0,9.0,10.0,9.0,9.0,9.0,10.0,1.68
10108186,13,2014-06-03,2017-02-13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.37
5941626,1,2017-03-16,2017-03-16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.61
21485254,0,,,,,,,,,,
60271552,3,2016-10-15,2016-11-05,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.45
48542890,1,2015-12-10,2015-12-10,,,,,,,,0.06
10036744,0,,,,,,,,,,
91136,69,2013-12-17,2017-04-21,90.0,10.0,9.0,9.0,9.0,10.0,9.0,1.68
9688471,7,2016-10-26,2017-03-14,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.11
59759209,2,2017-04-11,2017-04-28,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2.0
74351250,1,2016-05-30,2016-05-30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.09
5003194,0,,,,,,,,,,
10658835,0,,,,,,,,,,
32721530,19,2016-04-25,2017-03-03,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.52
11979221,12,2014-08-23,2016-08-23,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0.37
64302894,1,2017-03-01,2017-03-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.47
63786812,53,2016-03-31,2017-04-21,95.0,10.0,10.0,10.0,10.0,10.0,10.0,3.98
21145184,0,,,,,,,,,,
621289,1,2014-08-04,2014-08-04,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.03
10262213,0,,,,,,,,,,
703650,6,2015-08-02,2017-03-24,93.0,10.0,10.0,9.0,9.0,9.0,9.0,0.28
25618855,39,2016-07-05,2017-04-27,86.0,9.0,8.0,9.0,9.0,10.0,9.0,3.86
66955184,44,2016-06-30,2017-04-17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.29
7351883,104,2013-07-29,2017-04-16,95.0,10.0,10.0,10.0,10.0,9.0,9.0,2.27
123230033,0,,,,,,,,,,
2681006,168,2014-04-18,2017-04-17,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.53
7262356,11,2013-07-18,2016-08-07,95.0,9.0,9.0,10.0,10.0,10.0,10.0,0.24
3127239,21,2014-05-22,2016-01-06,94.0,10.0,9.0,9.0,9.0,9.0,9.0,0.58
2521025,2,2017-04-10,2017-04-25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0
67002566,0,,,,,,,,,,
7996624,12,2015-11-03,2016-12-11,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.66
90262241,6,2016-10-19,2017-04-02,97.0,10.0,10.0,9.0,10.0,10.0,10.0,0.91
41674049,2,2016-02-07,2016-09-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.13
21664626,2,2017-03-26,2017-04-05,40.0,7.0,4.0,9.0,9.0,8.0,7.0,1.54
85283257,0,,,,,,,,,,
7977747,0,,,,,,,,,,
377655,0,,,,,,,,,,
22016830,0,,,,,,,,,,
9337407,0,,,,,,,,,,
3309948,14,2016-10-15,2017-04-09,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2.09
21498244,62,2015-08-27,2017-02-20,97.0,10.0,10.0,10.0,10.0,9.0,10.0,3.02
4251658,19,2015-12-25,2017-04-24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.15
45169355,0,,,,,,,,,,
40159724,8,2015-12-14,2016-07-29,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.47
89155282,2,2017-04-16,2017-04-22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0
28845298,0,,,,,,,,,,
5791465,32,2014-09-08,2017-03-20,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0.99
79924135,20,2016-07-05,2017-04-29,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1.98
79497151,12,2017-01-02,2017-04-24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.95
12080974,5,2016-12-10,2017-03-25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.03
10111791,2,2017-04-09,2017-04-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0
70559721,10,2016-05-23,2017-04-25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.87
3907271,305,2012-11-12,2017-04-17,90.0,9.0,9.0,10.0,10.0,10.0,9.0,5.6
48523493,9,2015-12-08,2016-10-10,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0.53
83994357,28,2016-10-28,2017-04-08,94.0,10.0,10.0,10.0,10.0,10.0,9.0,4.47
1269729,0,,,,,,,,,,
101572025,0,,,,,,,,,,
5569409,6,2015-07-28,2016-11-20,87.0,10.0,8.0,9.0,9.0,9.0,9.0,0.28
30713954,36,2015-04-22,2017-03-22,91.0,9.0,9.0,9.0,9.0,10.0,9.0,1.45
46248676,2,2016-09-04,2016-09-22,100.0,9.0,10.0,10.0,10.0,10.0,10.0,0.25
32295628,0,,,,,,,,,,
26444953,0,,,,,,,,,,
33525817,3,2015-07-23,2015-08-13,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0.14
53102978,0,,,,,,,,,,
30318593,9,2017-03-20,2017-04-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.14
68796511,5,2016-08-30,2017-01-24,92.0,10.0,9.0,10.0,10.0,10.0,10.0,0.61
1115276,206,2014-06-13,2017-04-21,96.0,10.0,10.0,10.0,10.0,10.0,10.0,5.85
15789847,46,2016-05-30,2017-04-16,94.0,10.0,10.0,10.0,10.0,10.0,9.0,4.07
25908590,41,2016-10-19,2017-04-28,97.0,10.0,9.0,10.0,10.0,10.0,10.0,6.24
106199256,13,2016-12-18,2017-04-23,87.0,9.0,7.0,9.0,9.0,10.0,10.0,2.85
38484036,0,,,,,,,,,,
24385356,56,2015-01-18,2017-04-09,91.0,10.0,9.0,10.0,10.0,10.0,9.0,2.01
70838458,3,2017-04-20,2017-04-30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0
1987857,5,2016-10-21,2017-04-24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.77
121383832,0,,,,,,,,,,
55127957,1,2016-02-21,2016-02-21,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.07
970048,36,2016-09-06,2017-04-28,96.0,9.0,10.0,10.0,10.0,10.0,10.0,4.5
25010806,2,2016-10-07,2016-11-10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.29
48579067,3,2017-03-05,2017-03-22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.5
13488012,48,2014-08-28,2017-04-23,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.47
35519228,3,2017-01-30,2017-02-04,90.0,9.0,10.0,10.0,10.0,10.0,9.0,0.96
7725504,15,2016-02-24,2017-04-28,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1.03
67260887,3,2017-01-29,2017-03-27,90.0,10.0,8.0,10.0,10.0,10.0,9.0,0.95
51185748,6,2016-05-15,2016-06-15,87.0,7.0,6.0,10.0,10.0,9.0,8.0,0.51
46966246,13,2015-11-04,2017-03-18,98.0,9.0,10.0,10.0,10.0,10.0,10.0,0.71
122267658,0,,,,,,,,,,
60295552,3,2016-10-15,2017-04-22,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.45
37334916,0,,,,,,,,,,
3170738,3,2016-12-31,2017-04-29,100.0,10.0,9.0,10.0,9.0,10.0,10.0,0.73
5028387,0,,,,,,,,,,
17981722,11,2016-08-11,2016-09-24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.24
55312663,9,2016-05-30,2016-07-05,95.0,9.0,10.0,9.0,9.0,10.0,9.0,0.8
55616132,6,2016-02-15,2016-07-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.41
5036435,2,2017-02-16,2017-04-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.78
7512393,0,,,,,,,,,,
16262021,77,2015-10-10,2017-04-15,72.0,8.0,7.0,9.0,9.0,7.0,7.0,4.04
53224622,1,2016-04-24,2016-04-24,100.0,8.0,10.0,10.0,10.0,10.0,8.0,0.08
6571932,6,2017-02-13,2017-04-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.25
8302595,0,,,,,,,,,,
59346676,1,2017-01-02,2017-01-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.25
4024470,0,,,,,,,,,,
14645403,199,2015-04-22,2017-04-30,90.0,9.0,9.0,10.0,10.0,10.0,9.0,8.03
112849322,1,2017-03-12,2017-03-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.57
65143049,1,2017-04-24,2017-04-24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
49115991,0,,,,,,,,,,
69896962,2,2016-05-19,2016-06-15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.17
102916515,1,2017-03-27,2017-03-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.79
3138549,11,2015-06-24,2017-04-24,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.49
3579499,33,2015-06-22,2017-04-05,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1.45
101640122,0,,,,,,,,,,
11276658,7,2016-11-19,2017-02-05,91.0,9.0,9.0,10.0,9.0,10.0,9.0,1.27
34521728,12,2017-02-12,2017-05-01,98.0,10.0,10.0,10.0,10.0,10.0,9.0,4.44
6529781,26,2014-10-24,2017-01-29,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.85
107420255,22,2016-12-26,2017-04-30,97.0,10.0,10.0,10.0,10.0,10.0,9.0,5.12
15321709,69,2014-06-11,2017-04-22,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.96
23996023,4,2017-02-01,2017-03-25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3
20043329,188,2015-07-15,2017-04-26,92.0,9.0,9.0,10.0,10.0,9.0,9.0,8.56
46163087,10,2016-04-24,2017-03-01,85.0,9.0,9.0,9.0,7.0,9.0,8.0,0.8
24127582,257,2015-01-25,2017-04-23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,9.29
32141698,1,2015-10-11,2015-10-11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05
57585672,10,2016-09-05,2017-04-16,84.0,9.0,7.0,9.0,9.0,8.0,9.0,1.24
59238592,21,2016-04-03,2017-03-05,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.59
21497885,2,2015-09-13,2015-10-14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.1
3491052,23,2013-05-31,2016-12-14,93.0,10.0,10.0,10.0,10.0,9.0,10.0,0.48
4925201,16,2015-09-06,2016-09-28,91.0,10.0,8.0,10.0,10.0,10.0,10.0,0.79
9034258,1,2017-02-03,2017-02-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.33
3691177,37,2013-05-07,2017-03-23,94.0,10.0,9.0,10.0,9.0,9.0,9.0,0.76
9816485,1,2016-11-22,2016-11-22,,,,,,,,0.18
1097168,12,2011-11-09,2015-08-30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.18
19312821,0,,,,,,,,,,
3771595,0,,,,,,,,,,
39401074,10,2015-10-02,2016-02-03,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.52
112294637,0,,,,,,,,,,
43226028,14,2015-10-06,2017-03-12,93.0,9.0,8.0,10.0,10.0,9.0,9.0,0.73
8206200,4,2016-04-08,2016-12-21,90.0,10.0,10.0,10.0,10.0,10.0,10.0,0.31
44125443,1,2017-04-18,2017-04-18,100.0,10.0,10.0,8.0,10.0,8.0,,1.0
12364924,187,2014-04-26,2017-04-19,94.0,10.0,10.0,10.0,9.0,10.0,9.0,5.08
42945695,0,,,,,,,,,,
7337931,1,2013-08-20,2013-08-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.02
23530223,0,,,,,,,,,,
4396675,43,2013-07-30,2017-03-26,94.0,9.0,10.0,10.0,10.0,10.0,9.0,0.94
43626965,5,2016-10-20,2017-04-03,92.0,8.0,9.0,10.0,10.0,10.0,10.0,0.77
31533086,9,2016-09-26,2016-11-30,89.0,8.0,9.0,10.0,10.0,10.0,9.0,1.23
14848617,0,,,,,,,,,,
7315402,1,2016-01-05,2016-01-05,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.06
11337655,0,,,,,,,,,,
89006579,6,2017-03-17,2017-04-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.75
9112713,4,2016-03-18,2016-04-15,90.0,10.0,9.0,10.0,10.0,10.0,10.0,0.29
23126768,46,2016-05-05,2017-04-16,78.0,9.0,9.0,8.0,8.0,9.0,8.0,3.79
4087811,63,2013-02-26,2017-04-16,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1.24
122759183,3,2017-04-08,2017-04-18,100.0,10.0,10.0,10.0,10.0,9.0,10.0,3.0
44001106,0,,,,,,,,,,
11309070,46,2016-03-23,2017-04-06,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.39
55618157,6,2016-04-15,2016-10-10,100.0,9.0,9.0,10.0,10.0,10.0,9.0,0.47
5639220,6,2015-02-07,2017-04-04,90.0,9.0,9.0,9.0,10.0,10.0,9.0,0.22
4587994,96,2014-05-05,2017-04-28,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2.63
8206200,81,2013-10-19,2017-03-25,90.0,9.0,9.0,9.0,10.0,9.0,9.0,1.88
33677428,10,2015-05-31,2016-07-31,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.43
467603,12,2016-02-17,2017-01-01,92.0,9.0,10.0,9.0,9.0,10.0,9.0,0.81
117860020,1,2017-04-20,2017-04-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
1343997,5,2013-10-25,2016-02-20,92.0,10.0,10.0,10.0,10.0,10.0,10.0,0.12
215462,119,2012-06-24,2017-04-10,96.0,9.0,10.0,10.0,10.0,10.0,9.0,2.01
66206065,0,,,,,,,,,,
100716106,0,,,,,,,,,,
34887225,0,,,,,,,,,,
59183395,0,,,,,,,,,,
2851778,2,2014-07-04,2015-08-11,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.06
17334619,3,2015-03-29,2016-11-30,90.0,9.0,8.0,9.0,9.0,10.0,10.0,0.12
25442080,137,2015-07-15,2017-04-26,96.0,10.0,10.0,10.0,10.0,10.0,9.0,6.24
71405910,0,,,,,,,,,,
6882944,5,2015-03-10,2016-11-25,88.0,9.0,9.0,7.0,9.0,9.0,9.0,0.19
19976283,0,,,,,,,,,,
21861308,0,,,,,,,,,,
41333534,16,2015-10-11,2016-09-14,90.0,10.0,9.0,9.0,10.0,10.0,9.0,0.84
37704152,0,,,,,,,,,,
16882170,4,2017-01-20,2017-04-25,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.17
43213394,0,,,,,,,,,,
4293233,20,2016-11-10,2017-04-01,95.0,10.0,10.0,10.0,10.0,10.0,10.0,3.43
1146057,31,2015-02-09,2015-11-15,90.0,9.0,9.0,9.0,9.0,10.0,9.0,1.14
8917310,43,2013-11-13,2016-04-07,83.0,8.0,8.0,9.0,9.0,9.0,9.0,1.02
4149692,0,,,,,,,,,,
244186,41,2012-01-04,2017-04-17,94.0,10.0,9.0,10.0,10.0,9.0,9.0,0.63
10899990,0,,,,,,,,,,
18699999,0,,,,,,,,,,
31374576,41,2015-07-02,2017-04-18,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.83
121109362,0,,,,,,,,,,
2682536,0,,,,,,,,,,
34155113,8,2016-08-08,2016-10-30,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.89
82334579,0,,,,,,,,,,
32522510,12,2016-05-22,2016-12-26,90.0,10.0,9.0,9.0,9.0,10.0,9.0,1.04
48715169,7,2017-03-20,2017-04-22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.67
79508833,15,2016-09-24,2017-04-30,96.0,10.0,10.0,10.0,10.0,9.0,10.0,2.03
41674049,1,2017-02-13,2017-02-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.37
68306402,0,,,,,,,,,,
41661566,0,,,,,,,,,,
36557652,19,2015-08-13,2017-03-08,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9
62284335,10,2016-09-19,2017-03-27,94.0,10.0,10.0,10.0,10.0,9.0,10.0,1.32
49368458,1,2017-04-22,2017-04-22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
84963512,26,2016-10-26,2017-03-15,95.0,10.0,10.0,9.0,10.0,10.0,10.0,4.13
17166456,0,,,,,,,,,,
12472643,2,2014-08-30,2014-09-28,90.0,9.0,9.0,10.0,9.0,9.0,10.0,0.06
80988791,42,2016-07-02,2017-04-19,90.0,9.0,10.0,9.0,10.0,9.0,9.0,4.12
51326502,2,2016-11-17,2017-01-01,90.0,10.0,10.0,10.0,10.0,10.0,10.0,0.36
9317205,12,2013-12-22,2017-04-30,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.29
15572056,72,2015-08-18,2017-04-20,97.0,10.0,10.0,10.0,10.0,9.0,10.0,3.46
101780756,1,2017-04-06,2017-04-11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
21077574,3,2016-02-20,2016-03-02,73.0,7.0,7.0,10.0,9.0,7.0,7.0,0.21
42306649,8,2015-12-13,2017-03-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.47
20217469,3,2016-09-06,2016-10-04,67.0,9.0,9.0,9.0,9.0,9.0,8.0,0.38
38981194,0,,,,,,,,,,
64964453,0,,,,,,,,,,
117934333,0,,,,,,,,,,
24040058,38,2016-06-25,2017-04-26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3.64
95543,1,2016-07-27,2016-07-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.11
44633512,18,2015-11-16,2017-03-31,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.01
1700564,13,2014-12-15,2015-06-21,93.0,9.0,9.0,9.0,9.0,9.0,9.0,0.45
4375374,73,2013-06-18,2016-01-15,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1.55
41726500,10,2015-12-10,2017-02-23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.59
122456473,3,2017-03-28,2017-04-19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.43
75221370,56,2016-07-01,2017-04-21,99.0,10.0,10.0,10.0,10.0,10.0,10.0,5.47
15400352,21,2016-05-29,2017-03-27,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1.85
30441787,30,2016-10-30,2017-04-30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4.84
116127341,0,,,,,,,,,,
6993638,67,2014-04-12,2017-03-16,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1.8
833447,28,2014-12-09,2017-04-15,90.0,9.0,9.0,9.0,10.0,9.0,9.0,0.96
58364740,29,2016-03-04,2017-05-01,93.0,9.0,9.0,10.0,9.0,9.0,9.0,2.04
26860,48,2016-04-29,2017-03-30,93.0,10.0,10.0,9.0,10.0,9.0,9.0,3.89
28659018,12,2015-11-20,2017-04-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.68
215804,32,2016-08-24,2017-04-22,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.79
17475288,0,,,,,,,,,,
16478990,55,2014-10-20,2017-04-13,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.78
8437935,5,2015-10-24,2016-07-10,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.27
6244532,11,2016-07-29,2017-01-03,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.18
718801,1,2017-03-26,2017-03-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.77
119861152,9,2017-03-24,2017-04-30,96.0,9.0,10.0,10.0,10.0,10.0,10.0,6.59
36117971,0,,,,,,,,,,
35341732,0,,,,,,,,,,
112918069,17,2017-02-23,2017-04-29,87.0,9.0,9.0,10.0,10.0,10.0,9.0,7.29
71709195,38,2016-07-02,2017-04-29,93.0,10.0,9.0,10.0,10.0,10.0,10.0,3.73
