id,host_id,price,affordability
9386946,9872749,"$1,500.00",very expensive $500+
10156716,52130826,$82.00,affordable $51-200
7309371,38015175,$49.00,Cheap $0-49
15662252,101119032,$150.00,affordable $51-200
1163512,639062,$89.00,affordable $51-200
16273868,2308644,$84.00,affordable $51-200
9433634,137990,$144.00,affordable $51-200
14228669,82562798,$144.00,affordable $51-200
7345620,62948,$450.00,expensive $200-500
15195775,49708854,$85.00,affordable $51-200
12255731,65993424,$100.00,affordable $51-200
4182776,20321630,$150.00,affordable $51-200
5330086,19007355,$40.00,Cheap $0-49
18246550,126080706,$280.00,expensive $200-500
4183797,3222110,$75.00,affordable $51-200
29645,127815,$132.00,affordable $51-200
2177540,5637697,$175.00,affordable $51-200
15288470,10728953,$22.00,Cheap $0-49
4033614,13621311,$79.00,affordable $51-200
7035117,32144738,$100.00,affordable $51-200
883681,4677715,$169.00,affordable $51-200
12176789,65398257,$65.00,affordable $51-200
5423591,27712941,$75.00,affordable $51-200
17029600,3020659,$80.00,affordable $51-200
12784763,69585327,$99.00,affordable $51-200
10524332,1934448,$91.00,affordable $51-200
9304927,9250479,$109.00,affordable $51-200
6187807,32096307,$160.00,affordable $51-200
12212406,65686649,$78.00,affordable $51-200
716954,2253001,$146.00,affordable $51-200
863067,3485266,$175.00,affordable $51-200
14903212,93577678,$180.00,affordable $51-200
15887871,102657824,$100.00,affordable $51-200
10104444,51853213,$119.00,affordable $51-200
14122678,23593179,$145.00,affordable $51-200
14151564,21140715,$70.00,affordable $51-200
18347905,126160584,$50.00,Cheap $0-49
16811850,86384117,$39.00,Cheap $0-49
13883795,42843537,$250.00,expensive $200-500
8405395,36094931,$60.00,affordable $51-200
6271643,2325328,$180.00,affordable $51-200
10040930,49959241,$89.00,affordable $51-200
17980726,49340348,$80.00,affordable $51-200
15414529,80513073,$238.00,expensive $200-500
437199,601498,$185.00,affordable $51-200
3651492,3708417,$115.00,affordable $51-200
4726329,19219800,$800.00,very expensive $500+
6375988,28349436,$299.00,expensive $200-500
5359639,12707346,$155.00,affordable $51-200
16308454,30283594,$200.00,affordable $51-200
16531550,76615761,$209.00,expensive $200-500
12362546,64819086,$50.00,Cheap $0-49
17715074,104267707,$129.00,affordable $51-200
18008382,55178318,$40.00,Cheap $0-49
9922289,51008136,$69.00,affordable $51-200
14009735,83748703,$50.00,Cheap $0-49
3293395,4183341,$185.00,affordable $51-200
16695546,54121015,$99.00,affordable $51-200
2073869,10601052,$66.00,affordable $51-200
8595253,6674438,$230.00,expensive $200-500
5697920,29543681,$475.00,expensive $200-500
11273360,2682536,$25.00,Cheap $0-49
2546252,13037208,$300.00,expensive $200-500
7579513,10858300,$45.00,Cheap $0-49
12834945,39669262,$40.00,Cheap $0-49
7776028,1363780,$91.00,affordable $51-200
17160343,107587090,$35.00,Cheap $0-49
16128587,28031662,$40.00,Cheap $0-49
10281759,49902835,$86.00,affordable $51-200
7513953,9837626,$100.00,affordable $51-200
12379994,26860,$50.00,Cheap $0-49
16350740,107062118,$60.00,affordable $51-200
17070796,17981722,$319.00,expensive $200-500
11738072,32603323,$96.00,affordable $51-200
13580232,3531894,$65.00,affordable $51-200
17371032,5992934,$59.00,affordable $51-200
8654312,3537928,$115.00,affordable $51-200
12156330,65231931,$145.00,affordable $51-200
17910594,122772291,$45.00,Cheap $0-49
6005980,12358058,$79.00,affordable $51-200
18044559,89994736,$55.00,affordable $51-200
17848252,122109013,$70.00,affordable $51-200
13700539,10975031,$70.00,affordable $51-200
16766051,87374897,$129.00,affordable $51-200
18135397,10625489,$45.00,Cheap $0-49
16964341,58056241,$212.00,expensive $200-500
18418228,52119912,$70.00,affordable $51-200
13223695,74205186,$389.00,expensive $200-500
3050677,15019568,$75.00,affordable $51-200
15785384,1700840,$400.00,expensive $200-500
9362212,10838909,$100.00,affordable $51-200
17878341,24156713,$80.00,affordable $51-200
17529592,61170371,$55.00,affordable $51-200
10595838,51530987,$65.00,affordable $51-200
262395,1376554,$260.00,expensive $200-500
2127823,8206200,$32.00,Cheap $0-49
16113546,52053893,$80.00,affordable $51-200
13531151,77785573,$46.00,Cheap $0-49
16226900,31533086,$99.00,affordable $51-200
12412537,54253949,$80.00,affordable $51-200
2967333,9075857,$89.00,affordable $51-200
967783,5280356,$67.00,affordable $51-200
18328755,120918263,$285.00,expensive $200-500
13042902,72147445,$249.00,expensive $200-500
18182640,16886555,$175.00,affordable $51-200
18462090,128018811,$55.00,affordable $51-200
15207349,10420679,$59.00,affordable $51-200
13642700,1506070,$90.00,affordable $51-200
15632098,99090006,$115.00,affordable $51-200
18378010,55353243,$79.00,affordable $51-200
14827362,20739210,$55.00,affordable $51-200
6687728,34206352,$149.00,affordable $51-200
17462686,28290130,$40.00,Cheap $0-49
11639683,20383529,$145.00,affordable $51-200
4335296,3392276,$119.00,affordable $51-200
17303926,116762643,$150.00,affordable $51-200
1623093,8631324,$88.00,affordable $51-200
15311580,37207995,$90.00,affordable $51-200
13842317,5926545,$175.00,affordable $51-200
927763,639279,$95.00,affordable $51-200
16769160,96233457,$125.00,affordable $51-200
18312039,50063172,$104.00,affordable $51-200
14667482,91126748,$95.00,affordable $51-200
7720627,23945013,$50.00,Cheap $0-49
9117625,47509326,$175.00,affordable $51-200
18096073,16450807,$144.00,affordable $51-200
15859162,23832160,$125.00,affordable $51-200
571242,2811194,$50.00,Cheap $0-49
17865740,122284540,$240.00,expensive $200-500
3361558,5469474,$70.00,affordable $51-200
15143124,31271936,$200.00,affordable $51-200
17759869,121047220,$80.00,affordable $51-200
16008703,41881230,$299.00,expensive $200-500
548375,2695652,$165.00,affordable $51-200
1262262,6874170,$168.00,affordable $51-200
12091343,29903392,$89.00,affordable $51-200
9549534,2545593,$60.00,affordable $51-200
17172428,30878838,$55.00,affordable $51-200
14669324,28575618,$118.00,affordable $51-200
743217,1552932,$200.00,affordable $51-200
16316142,105530478,$29.00,Cheap $0-49
16769092,96605823,$47.00,Cheap $0-49
16650289,60790769,$100.00,affordable $51-200
7047982,4075033,$85.00,affordable $51-200
13735864,29306632,"$2,750.00",very expensive $500+
17542396,91312348,$69.00,affordable $51-200
8763643,45567078,$65.00,affordable $51-200
8014778,3181340,$165.00,affordable $51-200
3343620,13735500,$96.00,affordable $51-200
456664,2270885,$119.00,affordable $51-200
8659563,27191798,$130.00,affordable $51-200
4355125,7049774,$100.00,affordable $51-200
12645961,44308027,$95.00,affordable $51-200
2723072,4227665,$115.00,affordable $51-200
5241207,26585466,$199.00,affordable $51-200
16175206,14727082,$65.00,affordable $51-200
288428,1705379,$58.00,affordable $51-200
13536798,54121015,$69.00,affordable $51-200
8252167,25188024,$334.00,expensive $200-500
16752826,30311201,$99.00,affordable $51-200
11992680,64117864,$53.00,affordable $51-200
15452524,57937740,$145.00,affordable $51-200
18158422,2557452,$170.00,affordable $51-200
6135485,31831226,$100.00,affordable $51-200
1101477,1810141,$75.00,affordable $51-200
7160444,5592294,$145.00,affordable $51-200
6610378,6205097,$45.00,Cheap $0-49
6525901,4795643,$80.00,affordable $51-200
15614114,1686540,$150.00,affordable $51-200
14357868,21036830,$89.00,affordable $51-200
10363793,37065459,$80.00,affordable $51-200
638927,3188519,$99.00,affordable $51-200
23856,95057,$165.00,affordable $51-200
15343573,97127818,$149.00,affordable $51-200
8849532,46040688,$200.00,affordable $51-200
18359284,2938889,$60.00,affordable $51-200
15971922,1238512,$225.00,expensive $200-500
7205311,20822772,$150.00,affordable $51-200
6026700,30335269,$400.00,expensive $200-500
14763217,36539337,$250.00,expensive $200-500
13201976,14618743,$69.00,affordable $51-200
16740536,91511003,$65.00,affordable $51-200
6989359,1915112,$109.00,affordable $51-200
16259562,21847018,$100.00,affordable $51-200
4838832,24903369,$299.00,expensive $200-500
11014786,57155067,$75.00,affordable $51-200
9259054,32496476,$80.00,affordable $51-200
7265586,7249546,$236.00,expensive $200-500
1541517,6197767,$62.00,affordable $51-200
7984768,95057,$160.00,affordable $51-200
17668012,45312242,$99.00,affordable $51-200
16405871,41908561,$30.00,Cheap $0-49
11237473,21417327,$25.00,Cheap $0-49
18240888,93705457,$95.00,affordable $51-200
14788725,2344764,$119.00,affordable $51-200
14166346,85679002,$50.00,Cheap $0-49
18010173,114770931,$98.00,affordable $51-200
914595,2772964,$65.00,affordable $51-200
17811019,28812984,$89.00,affordable $51-200
6523595,159886,$32.00,Cheap $0-49
18153787,125175192,$45.00,Cheap $0-49
7220620,6886784,$115.00,affordable $51-200
3193063,7183018,$70.00,affordable $51-200
13977954,32060538,$175.00,affordable $51-200
18387835,103918808,$140.00,affordable $51-200
4073934,15735406,$113.00,affordable $51-200
9714277,9708153,$190.00,affordable $51-200
17652756,107538085,$299.00,expensive $200-500
16818582,17653048,$111.00,affordable $51-200
13575023,75733511,$94.00,affordable $51-200
263531,1376554,$450.00,expensive $200-500
17156578,113444287,$220.00,expensive $200-500
17236477,5703433,$45.00,Cheap $0-49
2081199,3985542,$300.00,expensive $200-500
16813059,76546301,$88.00,affordable $51-200
5489412,21845843,$65.00,affordable $51-200
5133839,26540155,$125.00,affordable $51-200
15741005,43955786,$48.00,Cheap $0-49
8488781,29938451,$60.00,affordable $51-200
15769333,52373440,$79.00,affordable $51-200
11642575,25147343,$129.00,affordable $51-200
15250975,40998239,$150.00,affordable $51-200
17975462,122055416,$877.00,very expensive $500+
7918422,4077770,$89.00,affordable $51-200
18211308,88026367,"$1,500.00",very expensive $500+
6153176,31919064,$100.00,affordable $51-200
3410529,4291891,$50.00,Cheap $0-49
81480,334198,$80.00,affordable $51-200
11612050,61479458,$139.00,affordable $51-200
18061194,77546261,$899.00,very expensive $500+
6198606,32144738,$75.00,affordable $51-200
1689213,3096118,$85.00,affordable $51-200
16249009,106240428,$175.00,affordable $51-200
13896597,82324967,$100.00,affordable $51-200
15008493,85936853,$70.00,affordable $51-200
5395473,1333891,$200.00,affordable $51-200
14578107,33611865,$124.00,affordable $51-200
9669049,49959241,$34.00,Cheap $0-49
1664571,8817528,$225.00,expensive $200-500
6761402,35397165,$143.00,affordable $51-200
5202711,24555973,$129.00,affordable $51-200
14318247,75155382,$55.00,affordable $51-200
1090649,662129,$250.00,expensive $200-500
3504635,3473443,$350.00,expensive $200-500
12989400,15152072,$90.00,affordable $51-200
783234,2079258,$188.00,affordable $51-200
11566497,6312332,$200.00,affordable $51-200
13801522,13861272,$175.00,affordable $51-200
16637180,10578299,$100.00,affordable $51-200
14238630,86602238,$98.00,affordable $51-200
12251778,17504719,$150.00,affordable $51-200
7258826,30596637,$75.00,affordable $51-200
7418369,38768792,$110.00,affordable $51-200
17180872,54567869,$43.00,Cheap $0-49
12521920,62001043,$48.00,Cheap $0-49
13591642,21013529,$149.00,affordable $51-200
8429486,1144335,$49.00,Cheap $0-49
16120760,19142820,$349.00,expensive $200-500
18305547,13840007,$100.00,affordable $51-200
14540369,17787808,$35.00,Cheap $0-49
12607198,68417328,$150.00,affordable $51-200
1546833,812029,$75.00,affordable $51-200
6238846,5138670,$80.00,affordable $51-200
7989078,40429030,$180.00,affordable $51-200
784247,4135611,$94.00,affordable $51-200
10091952,17529496,$95.00,affordable $51-200
6146124,31877588,$125.00,affordable $51-200
16478683,78877227,$155.00,affordable $51-200
8017748,42337917,$26.00,Cheap $0-49
8988340,24534390,$110.00,affordable $51-200
14074599,84562753,$65.00,affordable $51-200
10370687,32289789,$76.00,affordable $51-200
14962498,53640085,$119.00,affordable $51-200
14389161,25011689,$50.00,Cheap $0-49
15803779,21696275,$43.00,Cheap $0-49
1850140,9662834,$100.00,affordable $51-200
6640005,34748161,$350.00,expensive $200-500
4066099,5847655,$50.00,Cheap $0-49
15604781,4656446,$150.00,affordable $51-200
7986697,2783015,"$1,295.00",very expensive $500+
11904920,27612853,$99.00,affordable $51-200
14970356,31369466,$92.00,affordable $51-200
13751869,80575009,$135.00,affordable $51-200
5127695,26507078,$59.00,affordable $51-200
4957125,25551858,$100.00,affordable $51-200
7135706,9145255,$75.00,affordable $51-200
12360968,52245256,$74.00,affordable $51-200
17303017,62826696,$49.00,Cheap $0-49
16103540,103174281,$15.00,Cheap $0-49
15288294,17208491,$65.00,affordable $51-200
15673283,64982450,$160.00,affordable $51-200
7274041,31985965,$95.00,affordable $51-200
11745981,42153794,$65.00,affordable $51-200
4901207,25229156,$205.00,expensive $200-500
17532571,89155282,$135.00,affordable $51-200
6646782,31560583,$120.00,affordable $51-200
17270693,5800654,$150.00,affordable $51-200
12254682,11603110,$300.00,expensive $200-500
6413055,9386098,$60.00,affordable $51-200
14268348,64122733,$126.00,affordable $51-200
778687,3530802,$450.00,expensive $200-500
15645780,97695243,$85.00,affordable $51-200
862181,3485266,$135.00,affordable $51-200
12051867,13320150,$131.00,affordable $51-200
15179760,17683439,$45.00,Cheap $0-49
6106043,29266718,$50.00,Cheap $0-49
16976369,20403178,$103.00,affordable $51-200
17142595,29181924,$499.00,expensive $200-500
456308,2268306,$85.00,affordable $51-200
17641277,66113825,$200.00,affordable $51-200
4189551,3503813,$92.00,affordable $51-200
13167367,60997230,$65.00,affordable $51-200
12566931,10061300,$500.00,expensive $200-500
17384568,54638592,$150.00,affordable $51-200
1465335,4967113,$175.00,affordable $51-200
13688938,79147062,$125.00,affordable $51-200
12497004,61552956,$50.00,Cheap $0-49
13362748,75791708,$329.00,expensive $200-500
14760548,30427101,$175.00,affordable $51-200
16251985,3114332,$95.00,affordable $51-200
15786482,110021,$70.00,affordable $51-200
11626336,61590307,$250.00,expensive $200-500
10861614,19906251,$60.00,affordable $51-200
11721762,14365675,$155.00,affordable $51-200
15179226,31533086,$94.00,affordable $51-200
16083207,102998665,$120.00,affordable $51-200
13077628,4182067,$895.00,very expensive $500+
13555468,78070387,$200.00,affordable $51-200
486708,2308253,"$1,500.00",very expensive $500+
9250813,41677178,$195.00,affordable $51-200
13528873,17568269,$275.00,expensive $200-500
8343332,38037399,$50.00,Cheap $0-49
3866747,19702438,$110.00,affordable $51-200
10826370,4222034,$165.00,affordable $51-200
15820741,8875452,$80.00,affordable $51-200
13453952,76816329,$150.00,affordable $51-200
3674111,16301832,$225.00,expensive $200-500
12567559,67773905,$50.00,Cheap $0-49
5707272,23022545,$380.00,expensive $200-500
5948667,14802895,$55.00,affordable $51-200
6350468,33084696,$162.00,affordable $51-200
6515154,34065109,$150.00,affordable $51-200
15397316,66955370,$199.00,affordable $51-200
16724393,4210022,$110.00,affordable $51-200
11552210,43396394,$150.00,affordable $51-200
14519792,65915198,$225.00,expensive $200-500
8936644,24601956,$20.00,Cheap $0-49
14744206,16862571,$98.00,affordable $51-200
18184623,2185722,$200.00,affordable $51-200
15611785,38355900,$99.00,affordable $51-200
28547,122986,$150.00,affordable $51-200
12776925,69521492,$100.00,affordable $51-200
4051829,21010237,$175.00,affordable $51-200
16926939,94567558,$120.00,affordable $51-200
15359473,39965644,$149.00,affordable $51-200
13750103,61436976,$199.00,affordable $51-200
10960335,41000134,$33.00,Cheap $0-49
8389052,44121925,$79.00,affordable $51-200
18126335,124923120,$147.00,affordable $51-200
11739852,62455260,$50.00,Cheap $0-49
15024783,78886597,$45.00,Cheap $0-49
14487031,63400817,$99.00,affordable $51-200
16547635,25945209,$200.00,affordable $51-200
3751110,19193898,$136.00,affordable $51-200
10766814,55469517,$49.00,Cheap $0-49
6272120,30291029,$46.00,Cheap $0-49
12130232,65070562,$70.00,affordable $51-200
18242203,26656093,$219.00,expensive $200-500
15376171,98248203,$85.00,affordable $51-200
514836,79697,$78.00,affordable $51-200
6882347,2464031,$150.00,affordable $51-200
12365721,66803635,$645.00,very expensive $500+
654663,2955215,$200.00,affordable $51-200
1371132,2640561,$80.00,affordable $51-200
9840018,50670732,$60.00,affordable $51-200
6974229,36569166,$186.00,affordable $51-200
18291959,2477978,$85.00,affordable $51-200
12291683,66249144,$192.00,affordable $51-200
15972592,21053971,$160.00,affordable $51-200
14965996,3219722,$149.00,affordable $51-200
5825096,9167008,$95.00,affordable $51-200
13533488,10534719,$105.00,affordable $51-200
13224823,40513602,$399.00,expensive $200-500
2539969,10367362,$310.00,expensive $200-500
4183810,21104863,$125.00,affordable $51-200
14077095,44115836,$55.00,affordable $51-200
11443001,20709265,$88.00,affordable $51-200
3985660,20658630,$50.00,Cheap $0-49
1229132,1710696,$184.00,affordable $51-200
14952757,2486809,$63.00,affordable $51-200
1735041,1769997,$783.00,very expensive $500+
8174646,43142829,$89.00,affordable $51-200
17965033,48101103,$70.00,affordable $51-200
15616135,2934482,$110.00,affordable $51-200
16519541,3485266,$295.00,expensive $200-500
9530613,23937416,$150.00,affordable $51-200
15788402,2697699,$200.00,affordable $51-200
7226099,1402382,$815.00,very expensive $500+
12229958,63923112,$85.00,affordable $51-200
18180752,31791371,$95.00,affordable $51-200
15648607,18988506,$169.00,affordable $51-200
4371012,14140351,$79.00,affordable $51-200
3931599,16390508,$89.00,affordable $51-200
16558002,45179814,$100.00,affordable $51-200
10992907,57040493,$68.00,affordable $51-200
587758,2899582,$89.00,affordable $51-200
1340491,1879996,$400.00,expensive $200-500
5466521,7381724,$95.00,affordable $51-200
10901291,23640232,$250.00,expensive $200-500
13415493,63642628,$600.00,very expensive $500+
18097060,110372961,$35.00,Cheap $0-49
16164283,923522,$185.00,affordable $51-200
10438571,4468683,$189.00,affordable $51-200
229209,798894,$92.00,affordable $51-200
15148661,21940642,$35.00,Cheap $0-49
3060146,14484583,$850.00,very expensive $500+
18253304,126149167,$139.00,affordable $51-200
6992342,36660093,$130.00,affordable $51-200
2298233,11737735,$180.00,affordable $51-200
6489325,30793816,$55.00,affordable $51-200
3186709,6431986,$175.00,affordable $51-200
1157084,1158494,$270.00,expensive $200-500
14990129,283229,$79.00,affordable $51-200
10705968,23126768,$129.00,affordable $51-200
15310445,813189,$95.00,affordable $51-200
14991299,94507047,$125.00,affordable $51-200
5606748,4431106,$79.00,affordable $51-200
16931444,44843041,$99.00,affordable $51-200
16109435,5469474,$70.00,affordable $51-200
14001615,10767004,$249.00,expensive $200-500
5971008,30907194,$400.00,expensive $200-500
2332199,10682949,$65.00,affordable $51-200
2845630,5989859,$95.00,affordable $51-200
2326549,11883627,$130.00,affordable $51-200
18490599,42240794,$100.00,affordable $51-200
14980904,30434864,$95.00,affordable $51-200
7483097,29048421,$60.00,affordable $51-200
9526858,7304995,$200.00,affordable $51-200
14323505,6065513,$165.00,affordable $51-200
17670856,37718343,$125.00,affordable $51-200
15677881,99814099,$58.00,affordable $51-200
16739342,75510351,$40.00,Cheap $0-49
12339067,47225217,$109.00,affordable $51-200
3032218,15444398,$200.00,affordable $51-200
15667263,78877227,$175.00,affordable $51-200
14649438,8328028,$90.00,affordable $51-200
16721305,95244670,$77.00,affordable $51-200
17806723,121688572,$100.00,affordable $51-200
9061545,4952348,$85.00,affordable $51-200
5760371,8556179,$66.00,affordable $51-200
13020773,431092,$200.00,affordable $51-200
16053498,16243689,$65.00,affordable $51-200
11825175,3392276,$97.00,affordable $51-200
18483473,128224214,$30.00,Cheap $0-49
14472659,33320022,$84.00,affordable $51-200
11821628,763420,$99.00,affordable $51-200
3061234,15581894,$100.00,affordable $51-200
16754691,105902478,$39.00,Cheap $0-49
7172459,7592539,$60.00,affordable $51-200
18508352,31901177,$98.00,affordable $51-200
14605175,90625768,"$3,000.00",very expensive $500+
3931123,10154655,$194.00,affordable $51-200
11509197,48363299,$128.00,affordable $51-200
13436940,12975215,$105.00,affordable $51-200
16997814,12666303,$219.00,expensive $200-500
3564229,17947473,$95.00,affordable $51-200
10672929,55130429,$60.00,affordable $51-200
7762800,29051307,$129.00,affordable $51-200
15889115,96331784,$45.00,Cheap $0-49
69838,351521,$97.00,affordable $51-200
2594434,13284034,$225.00,expensive $200-500
15086304,48576417,$90.00,affordable $51-200
14918531,93751481,$50.00,Cheap $0-49
13450500,76815856,$108.00,affordable $51-200
17942767,1511369,$446.00,expensive $200-500
13978746,42146125,$149.00,affordable $51-200
10527170,54282523,$125.00,affordable $51-200
1174056,6405171,$99.00,affordable $51-200
17845667,72766664,$150.00,affordable $51-200
17753649,21964180,$85.00,affordable $51-200
8087381,6213333,$150.00,affordable $51-200
17138837,71764606,$79.00,affordable $51-200
17335677,55067641,$55.00,affordable $51-200
9612396,7441368,$189.00,affordable $51-200
12273435,65908585,"$3,200.00",very expensive $500+
14168012,85738114,$175.00,affordable $51-200
10339429,14288198,$107.00,affordable $51-200
16396399,23118355,$250.00,expensive $200-500
15642233,100906444,$90.00,affordable $51-200
7148510,37435549,$95.00,affordable $51-200
11721443,62332825,$100.00,affordable $51-200
14760962,572870,$78.00,affordable $51-200
6541514,15832109,$38.00,Cheap $0-49
13653009,43965158,$175.00,affordable $51-200
17098018,30311201,"$1,200.00",very expensive $500+
6210989,3483279,$89.00,affordable $51-200
14313285,72026979,$175.00,affordable $51-200
13398543,27073942,$208.00,expensive $200-500
6264072,20633020,$90.00,affordable $51-200
3168381,16071658,$395.00,expensive $200-500
4663197,24128984,$215.00,expensive $200-500
18112402,5060083,$175.00,affordable $51-200
16000990,102430238,$89.00,affordable $51-200
4770938,24108656,$250.00,expensive $200-500
15853793,102680113,$105.00,affordable $51-200
774999,281910,$78.00,affordable $51-200
14899686,202624,$300.00,expensive $200-500
2845473,2635937,$80.00,affordable $51-200
13210596,23118355,$799.00,very expensive $500+
13473948,77028066,$45.00,Cheap $0-49
15914785,29180665,$95.00,affordable $51-200
8627949,45380528,$140.00,affordable $51-200
1327133,870087,$350.00,expensive $200-500
10255514,52719339,$55.00,affordable $51-200
17159716,17736289,$95.00,affordable $51-200
15240927,2896190,$59.00,affordable $51-200
15391421,17592415,$70.00,affordable $51-200
10022620,30311201,$59.00,affordable $51-200
15422816,39255908,$100.00,affordable $51-200
2509447,4408677,$150.00,affordable $51-200
16928185,89155282,$160.00,affordable $51-200
16755810,110221279,$28.00,Cheap $0-49
468573,2192205,$125.00,affordable $51-200
1383003,4193581,$149.00,affordable $51-200
8720606,35031592,$227.00,expensive $200-500
2587099,13246272,$110.00,affordable $51-200
16674738,11405440,$50.00,Cheap $0-49
12851642,14488107,$119.00,affordable $51-200
18061341,599955,$59.00,affordable $51-200
3998252,6513385,$150.00,affordable $51-200
6976826,35534220,$109.00,affordable $51-200
12594047,14567953,$99.00,affordable $51-200
4967917,13569392,$402.00,expensive $200-500
907158,2155322,$140.00,affordable $51-200
13409332,54929213,$105.00,affordable $51-200
17530268,36117971,$199.00,affordable $51-200
5384671,8640050,$75.00,affordable $51-200
14853447,55698071,$104.00,affordable $51-200
14074745,84563623,$50.00,Cheap $0-49
17547188,5703433,$50.00,Cheap $0-49
9910678,50960139,$75.00,affordable $51-200
15928745,53060400,$59.00,affordable $51-200
17943126,7408817,$80.00,affordable $51-200
18222885,25754653,$91.00,affordable $51-200
17437451,24681947,$33.00,Cheap $0-49
2875630,4378151,$199.00,affordable $51-200
6311748,3667010,$65.00,affordable $51-200
14297043,38116635,$128.00,affordable $51-200
17809622,90599019,$155.00,affordable $51-200
13632726,79042709,$50.00,Cheap $0-49
16911773,58056241,$272.00,expensive $200-500
8133279,42948500,$100.00,affordable $51-200
4950142,9994110,$70.00,affordable $51-200
3783351,19414146,$99.00,affordable $51-200
1054981,2451422,$285.00,expensive $200-500
8228288,29990285,$48.00,Cheap $0-49
10551796,8206200,$30.00,Cheap $0-49
810184,2693470,$189.00,affordable $51-200
16757811,111213443,$65.00,affordable $51-200
12970794,68690971,$49.00,Cheap $0-49
14827836,30927852,$149.00,affordable $51-200
18462454,65224536,$100.00,affordable $51-200
15040319,94404115,$35.00,Cheap $0-49
9996684,47037,$150.00,affordable $51-200
1993964,2454756,$995.00,very expensive $500+
14749713,18660652,"$4,500.00",very expensive $500+
7858091,30536724,$100.00,affordable $51-200
1741837,9171621,$129.00,affordable $51-200
16351308,26125635,$110.00,affordable $51-200
1937717,4061297,$95.00,affordable $51-200
15537588,52109206,$99.00,affordable $51-200
9617789,49759874,$55.00,affordable $51-200
16705624,106212290,$60.00,affordable $51-200
7149657,28777322,$56.00,affordable $51-200
13901031,82396571,$129.00,affordable $51-200
55427,261676,$125.00,affordable $51-200
13019725,34506667,$199.00,affordable $51-200
15046001,3843940,$262.00,expensive $200-500
16147260,105375171,$30.00,Cheap $0-49
17994891,89994736,$150.00,affordable $51-200
18023411,39288371,$40.00,Cheap $0-49
13605913,17579793,$145.00,affordable $51-200
13341773,30509123,$228.00,expensive $200-500
13066306,36175495,$199.00,affordable $51-200
15206166,5356943,$128.00,affordable $51-200
16536158,13081546,$30.00,Cheap $0-49
12807280,30442651,$199.00,affordable $51-200
18355649,129166,$50.00,Cheap $0-49
16194554,88173225,$99.00,affordable $51-200
2642665,13529715,$50.00,Cheap $0-49
7525957,1362612,$95.00,affordable $51-200
17282039,116557851,$85.00,affordable $51-200
15099343,27182452,$140.00,affordable $51-200
15622554,69512986,$325.00,expensive $200-500
9304950,9250479,$109.00,affordable $51-200
9593678,8639151,$70.00,affordable $51-200
6959079,35256155,$127.00,affordable $51-200
13510779,77546261,$186.00,affordable $51-200
14237128,86581251,$40.00,Cheap $0-49
14570979,30442651,$179.00,affordable $51-200
14733307,91747927,$39.00,Cheap $0-49
3980296,4479628,$45.00,Cheap $0-49
16192070,42770173,$200.00,affordable $51-200
15420040,94128650,$25.00,Cheap $0-49
17267237,12880886,$249.00,expensive $200-500
16831857,6727787,$130.00,affordable $51-200
14571697,27440992,$120.00,affordable $51-200
18073887,107924655,$54.00,affordable $51-200
4616597,11028275,$49.00,Cheap $0-49
16635436,103918808,$120.00,affordable $51-200
17180700,115602999,$295.00,expensive $200-500
17941750,12264764,$299.00,expensive $200-500
2105792,10735225,$130.00,affordable $51-200
6288338,21529650,$355.00,expensive $200-500
18361564,29104786,$95.00,affordable $51-200
16488081,108266950,$400.00,expensive $200-500
15202936,96498358,$117.00,affordable $51-200
16159498,6727787,$126.00,affordable $51-200
13371809,75940047,$109.00,affordable $51-200
12152898,22295997,$150.00,affordable $51-200
4750207,110845,$750.00,very expensive $500+
17733218,22830845,$165.00,affordable $51-200
2232649,11366227,$99.00,affordable $51-200
2882434,4819292,$149.00,affordable $51-200
14254583,86792325,$180.00,affordable $51-200
12916885,70838458,$65.00,affordable $51-200
17125057,113588381,$175.00,affordable $51-200
18446274,3425241,$400.00,expensive $200-500
3570745,6006271,$55.00,affordable $51-200
9547394,49441334,$100.00,affordable $51-200
13066309,72408919,$120.00,affordable $51-200
8715083,16256098,$35.00,Cheap $0-49
17920728,3386487,$85.00,affordable $51-200
5762630,29887898,$190.00,affordable $51-200
8740042,22197688,$99.00,affordable $51-200
4778591,24642902,$750.00,very expensive $500+
5632253,29191982,$55.00,affordable $51-200
16055161,82167586,$175.00,affordable $51-200
3139043,15938400,$55.00,affordable $51-200
13882845,39402643,$75.00,affordable $51-200
13956054,17981722,$227.00,expensive $200-500
8540781,30741325,$60.00,affordable $51-200
14009450,179618,$130.00,affordable $51-200
16963577,113295697,$109.00,affordable $51-200
6703380,35085442,$135.00,affordable $51-200
14670860,28575618,$99.00,affordable $51-200
14072578,84535797,$139.00,affordable $51-200
13140303,2666337,$45.00,Cheap $0-49
16769181,32614893,$75.00,affordable $51-200
15547476,3294402,$101.00,affordable $51-200
4730172,24426430,$41.00,Cheap $0-49
18286861,4939511,$175.00,affordable $51-200
7957676,21420131,$60.00,affordable $51-200
13259224,50016594,$60.00,affordable $51-200
17497415,63473488,$100.00,affordable $51-200
13390645,76152617,$120.00,affordable $51-200
6693716,95583,$69.00,affordable $51-200
79832,28569,$120.00,affordable $51-200
12090466,2019601,$60.00,affordable $51-200
16557021,28258423,$175.00,affordable $51-200
17666846,14815581,$125.00,affordable $51-200
8461879,44543798,$89.00,affordable $51-200
17420878,52532648,$93.00,affordable $51-200
16667001,4867751,$140.00,affordable $51-200
