Summary,Host ID,Polarity Score,Polarity Sentiment,Subjectivity Score,Subjectivity Sentiment
"close restaurant dining , freeway huge park tennis court , picnic bbq space . located pretty safe quiet area , live get place ! wi-fi , hardwood floor , heater/ac , walk-in closet queen bed scented lavender topper . perfect someone need zen place crash spend time outside hanging family friend , visiting la 's landmark working nearby studio . full kitchen .",31704515,0.3338068181818182,positive,0.6041666666666666,objective
"hardwood floor studio 2 full bed , recently renovated kitchen claw foot tub bathroom . two full bed , second floor unit across street giorgio baldi 's restaurant , shore bar , patrick 's roadhouse ( great brunch ) one block away . pedestrian tunnel going pch bike path beach across street well . community ocean view deck front bbq grill dinning patio back building . public bus near . 10 minute bike ride santa monica pier bike path . beach retreat prime location .",116854158,0.2,positive,0.32083333333333336,objective
"place close restaurant dining , family-friendly activity , nightlife , beach , great view . ’ love place coziness kitchen . place good couple , solo adventurer , business traveler , family ( kid ) .",84953864,0.6666666666666666,positive,0.65,objective
"charming secluded craftsman bungalow atop angeleno height -- quaint mesa overlooking downtown , mile away . fully updated ( new bath kitchen , central air heat ) , retaining many cool period detail , 's three minute walk sunset blvd . perfect basecamp scouting la ! stay also feature professionally laundered pressed sheet well complimentary malin+goetz toiletry . peaceful , safe neighborhood eclectic elegant .",2435461,0.3942148760330578,positive,0.5867768595041323,objective
"best location hermosa beach ! 300 foot sand . mickey 's deli/market across street ( great sandwich ) tammy cafe ( yummy muffin baked daily ) . jump bike five minute ride hermosa pier ! place everything could want ask beach home ! light bright , bed comfy , kitchen big . place good couple , solo adventurer , business traveler , family ( kid ) , furry friend ( pet ) .",7788666,0.5142857142857143,positive,0.4642857142857143,objective
"nice cozy space . clean modern touch . great traveler located walking distance metro best restaurant bar . car parking tip : day parking $ 10.00 overnight $ 20.00 colony 1743 n cahuenga blvd los angeles , ca 90028 hollywood much find street parking yucca ivar franklin cahuenga . make sure read sign .",1360889,0.43333333333333335,positive,0.6111111111111112,objective
"place min santa monica beach , 3rd street promenade , palisade park , wework ( co-working office space ) , whole food market , starbucks , burn fitness gym , demitasse coffee , naam yoga , bank , amc theater . ’ love place location , ambiance , neighborhood , people , ocean breeze , convenience , energy . place perfect solo adventurer business traveler . fresh organic continental breakfast available upon request ( $ 10/day )",16507910,0.39999999999999997,positive,0.48333333333333334,objective
"stylish , quiet , bright airy venice bungalow located 5 block beach 3 abbot kinney feature exposed wood beam , stained concrete floor , high-end appliance fixture . set secluded 5,000 sq ft lot surrounded tropical plant , flower , herb ornament , huge outdoor living area feature bbq , comfy spacious seating area sofa & chair , vintage '60s fireplace . used airstream , renting house privately / share .",1707280,0.2916666666666667,positive,0.6180555555555556,objective
"second guest room three bedroom house ( also offer master bedroom separate listing ) . room normally serf agustin 's meditation room , large handmade dreamcatcher hang bed buddhist altar corner room .",9264591,0.12142857142857143,positive,0.3595238095238095,objective
"large bedroom plus private bathroom beach bungalow house . quiet safe neighborhood close marina del rey , venice beach , santa monica - queen size bed - plenty parking - bus line walking distance . metro nearby - shared kitchen , bike - wifi - bbq - laundry - centrally located coolest beach town socal",32150277,0.14285714285714285,positive,0.3773809523809524,objective
"charming grand , yet comfortable pool home ! house 4 bedroom , 3.5 bathroom , office , recreation room 9 ' pool/ping pong table wet-bar , in-home laundry machine , 2-car detached garage + parking space one vehicle . located amazing view hill woodland hill . close proximity famous mulholland dr , woodland hill country club , dtla , west la ( santa monica/beverly hills/malibu/etc ) , 101 freeway , plenty shopping dining !",57197381,0.585,positive,0.9399999999999998,objective
"stay part la verne history grand 2 acre gated estate . upstairs bedroom w/ private bath , queen bed , wifi , cable tv . french door lead balcony mountain view . mini frig micro & coffee mkr . pool , spa , outdoor kitchen w/ bbq .",15835908,0.16666666666666666,positive,0.4583333333333333,objective
"one twin size bed open , 2 roommate ! barely furnished , add whatever 'd like , 's awesome rooftop pool conveniently located right hollywood blvd , street parking . super relaxed creative environment ! 1 month min stay",63258442,0.38234126984126987,positive,0.6337301587301587,objective
"quiet westside los angeles ! feel like hotel pool jacuzzi doorstep . minute century city ucla , short 15 minute drive beach , close access expo metro line convenient drive west hollywood area , ca n't better location .",30872357,0.16666666666666666,positive,0.37777777777777777,objective
"room large private 's located back yard detached main house , bathroom located main house foot away .",67092517,0.10952380952380951,positive,0.294047619047619,objective
"beautiful quiet neighborhood , walking distance local business . 10 minute beach overlooking gorgeous wave pool jacuzzi provided , grotto jacuzzi , outdoor fireplace 3 private room , gorgeous 3 room suite , entertainment room big screen tv chair go way back watching comfort includes large office space relaxation room . bedroom new amazing mattress ! vacation remember ! second mattress available ! smoking , shared kitchen downstairs",26763398,0.3106268731268731,positive,0.4454961704961705,objective
private back house culver city palm district helm bakery private patio outdoor barbecue minute away metro train station connecting santa monica downtown la plenty room dining area private entrance optional pet close 10 freeway la cienega boulevard connecting 405 interstate 15 minute beach 15 minute downtown la 15 minute long beach 15 minute valley,108783464,-0.01,negative,0.305,subjective
place one bedroom cozy two dog 're animal lover 's perfect . choose sleep bedroom living room prefer bedroom close lead hallway bathroom privately also dog like living room,87637566,0.26666666666666666,positive,0.7083333333333334,objective
"great location ! rose ave new venice hot spot . close beach abbot kinney shops/restaurants . bike included ! airy , 1-bedrm 1 bath , funky artist loft unique design space . street parking . private entry side gate yard .",2477035,0.40397727272727274,positive,0.7299242424242424,objective
"dream oasis . perfect spot best part silverlake explore everything hollywood downtown . private paradise , 's 5-minute walk great restaurant , bar , shopping , around lake . great view side house downtown skyline , lake , mountain . restore private pool spa secret garden . unique , quiet , creative place family , romance , renew sense peace joy .",3891392,0.4431818181818181,positive,0.6166666666666667,objective
"detached guest house perfect place stay westside l.a .. queen bed , optional twin bed , private bathroom kitchenette . private entrance outside area perfect chill . located heart mar vista . restaurant , bar coffee shop road , world famous abbott kinney blvd le 10min drive follow venice blvd couple minute ’ end right beach !",47063998,0.40816326530612246,positive,0.6193877551020408,objective
"quiet , private , mellow get away . spacious , airy , living room bedroom area . front porch/patio , lot street parking . close beach , lax & culver city . great couple , solo adventurer , business traveler . walking distance metro . view hollywood sign .",65798545,0.26666666666666666,positive,0.4861111111111111,objective
"zen retreat heart melrose & fairfax district . scandinavian inspired home within 1 block melrose shopping & nightlife , 2 block fairfax eats , 5-10 minute walk grove beverly blvd . ample parking !",24409555,0.0,neutral,0.0,neutral
"sleep tree asian inspired private room french door skylight . coffee private backyard balinese pavilion cool salt water pool . agreed , optional yoga healing space adjoins bungalow .",30079030,0.06999999999999999,positive,0.27999999999999997,objective
"contemporary open plan apartment koreatown . tastefully decorated one bedroom apartment a/c ( + sofabed , sleep 2 living area ) hip koreatown , close convention center & downtown . building also secured designated subterranean parking & laundry facility . place good couple , solo adventurer , business traveller , family ( kid ) , furry friend ( pet ) .",102218492,0.19166666666666665,positive,0.3416666666666667,objective
"cabin ideally located hollywood fun , close : universal studio hollywood & citywalk wizarding world harry potter hollywood hill hollywood bowl hollywood highland ford amphitheater hollywood boulevard warner bros. studio pantages theater cabin provides : total privacy gorgeous view newly renovated comfortable cozy perfect couple , family kid , solo adventurer , business traveler accommodate 6 guest",88568306,0.3595959595959595,positive,0.6505050505050505,objective
"charming clean living room rent . amenity included fridge space , microwave , stove , tv , ac , blanket . 420 friendly smoker .",41874136,0.48055555555555557,positive,0.7333333333333334,objective
"cottage style townhouse 6 minute walk beach . 5 minute drive lax , marina del rey . close freeway , shopping , coffee shop , etc . quiet bedroom private bath . sweet friendly golden retriever premise , enter guest area . light complimentary breakfast basic toiletry provided .",115231132,0.21562499999999998,positive,0.4604166666666667,objective
"nestled hillside , south valley vista coveted sherman oak sits romantic stone bungalow panoramic view valley . 2 bd , 1.75 bath , granite.stainless kitchen , hardwood floor , fireplace , outdoor hot tub private ! walk everything ! available dec. 1 - jan. 15",27273083,0.1625,positive,0.53125,objective
"comfy bunk bed spot 3 bedroom house 2 full bathroom . house 10 min walk away sand venice beach . supermarket , public transport , tourist area walking distance . little walk abbot kinney blvd u enjoy view sunset every evening .",111826945,0.140625,positive,0.4041666666666667,objective
"hi traveler , vicky . welcome la . goal make stay comfortable possible . single family house close shopping mall , restaurant , public transportation markets.罗兰岗独立屋大主卧可步行至餐馆､超市､租车行､公车站",25923001,0.22571428571428576,positive,0.5961904761904763,objective
"close shopping , puente hill mall industry expo",105956618,0.0,neutral,0.0,neutral
"gorgeous , one kind , exquisitely decorated , immaculate 'shangra-la ' oasis , host boast fabulously central location step : lacma ( los angeles county museum art ) la brea tar pit natural history museum petersen automotive museum world famous 3rd street farmer market miracle mile west hollywood korea town easy jaunt : hollywood beverly hill sunset strip hollywood walk fame melrose boulevard shopping district beach !",53911252,0.4302083333333333,positive,0.6604166666666665,objective
"large brand new ! dtla city view 1 bedroom suite , walk everywhere , safe , quiet . high-end decorated affordable price ! incredible view , free wifi , parking available , pool , gym . walk 2 la live , convention center , staple center , restaurant , & bar .",46872959,0.25211038961038956,positive,0.4516450216450215,objective
"tiny house 650 ft -in ho recently repainted upgrade . sleep 4- -- secure . place close universal studio , subway , north hollywood , studio city , hollywood bowl , lot restaurant fine dining amazing nightlife ! . ’ love place coziness , light , charm craftsmanship ... moment away art district - metro trendy restaurant cafe . full bathroom complete kitchen back yard gated pet -- pet welcome",47671729,0.3320512820512821,positive,0.5230769230769231,objective
room room c ( private room queen size bed ) $ 35/day http : //airbnb.com/rooms/14731527,91600545,0.0,neutral,0.375,neutral
"cozy 2 bedroom/ 1 bath home located conveniently close sunset blvd , hollywood , downtown , 101 highway , walking distance coffee shop & restaurant . great place relax fire hang large back patio . driveway parking available .",1800358,0.24285714285714288,positive,0.46571428571428575,objective
"great space even better view hollywood sign observatory right heart silverlake ! 1 bedroom w/ queen bed , 1 bathroom , living room , good sized kitchen . walking distance many restaurant , shop , bar sunset !",4417638,0.5964285714285713,positive,0.5771428571428572,objective
cute san francisco style home mile beach southern california .,31890095,0.25,positive,0.5,objective
31 day rental soon ! charming breezy comfortable one bedroom bungalow w/wood floor city view comfortably fit 2-4 guest . located next world famous sunset blvd mondrian hotel & dozen restaurant within walking distance . enjoy private patio grill relax & parking spot . shared pool garden . portable a/c unit unseasonably hot summer weather ! allow party kind people unit reserved !,4809256,0.3847222222222222,positive,0.6472222222222224,objective
"space everything need enjoy la comfort . huge master bedroom lot natural light staying pleasure ! come fully furnished private full bathroom balcony . kitchen , dining area living room shared space enjoy - make home ! house pretty quiet roomy wonderful , laid back creatives . neighborhood feature amazing eatery . feel free ask suggestion food place go !",9212841,0.3538461538461538,positive,0.6121794871794871,objective
beautiful love seat living room w private br . near cerritos college . perfect solo adventure need place crash .,103885710,0.49000000000000005,positive,0.675,objective
"cool one bedroom loft mini chelsea hotel-esque , centrally located special nook los angeles .....",2772964,0.23571428571428568,positive,0.4904761904761905,objective
"three bedroom ( 2.5 bath ) townhouse rooftop garden direct-entry garage . hardwood floor , stainless steel appliance granite countertop . close shop , restaurant , park , tennis court , bus , freeway . cat care required .",15914956,0.2,positive,0.2,objective
"place close line - los angeles . ’ love place charm cute front yard . place good couple , solo adventurer , business traveler .",12155490,0.5666666666666667,positive,0.7333333333333334,objective
"rare gem ocean view room terrace ; listen wave , watch dolphin , bask sunshine , marvel california sunset , paradise retreat . walk step beautiful beach le 10 minute ; local secret ! 2 level , 3 bedroom , 3 bathroom home cool california 50 ’ character cleverly designed ocean beach view living area , bedroom inviting outdoor space .",108751843,0.19444444444444442,positive,0.6805555555555555,objective
near airport,59799245,0.1,positive,0.4,objective
"please note ! -- reduced rate avail limited time , help u fill vacancy , consider repair yard project done . return regular rate ( start $ 180/nt ) future booking .",476052,-0.023809523809523808,negative,0.11492673992673992,subjective
"neighborhood quiet , walking distance night life . beach 5 minute walk lot rooftop view coastline drink umbrella ! 4 beach cruiser want explore coastal town .",44866621,0.0,neutral,0.3333333333333333,neutral
"private bedroom located 3 bedroom town house could . apartment top unit washer dryer unit . room 55 inch smart tv , king size bed , night stand closet . bedroom next bathroom . wifi ! fully equipped kitchen stove refrigerator disposal .",37848733,0.17857142857142858,positive,0.3794642857142857,objective
"whole ground floor : private master suite antique four-poster bed ; futon large couch adjacent family room extra sleeping . house designed randell makinson . huge tree deck huge grill barbecuing . adjacent angeles national forest bike/hike trail near jpl , rose bowl , old town pasadena , norton simon , huntington library , descanso garden metro station la , chinatwn , dodger , football , beach , disneyland , universal studio . upstairs occupied owner .",16841822,0.20142857142857146,positive,0.46535714285714286,objective
"beautiful craftsman vintage cottage comfy queen bed , well-equipped kitchen full ( url hidden ) patio outside dining plenty outdoor furniture lounge around pool . minute wacky venice beach , awesome venice canal busy abbot kinney home great restaurant , shop fun spot . minute south serene marina del rey north colorful santa monica ' pier . peaceful spot surrounded wonderful area explore !",942341,0.44027777777777777,positive,0.5902777777777778,objective
"centrally located heart hollywood . walking distance major tourist attraction including mann chinese , hollywood bowl , walk fame . close shopping , dining , nightlife . comfortably sleep 6 adult two master bedroom , 3 bathroom , king , queen , sofa bed livingroom . garage parking !",34696752,0.11750000000000001,positive,0.37,objective
"place walking distance fairfax ave , grove , melrose , 3rd ave , la brea . quick uber ride hollywood , beverly hill beach .",24127396,0.16666666666666666,positive,0.25,objective
"bright , sun-lit private bedroom shared bathroom 3-bedroom apartment . 1 person per room . roommate great ! central location ! beverly hill , north culver city . 15min dtla , 10 beach . easy highway access public transit route . fyi : guest , drug . thanks !",20813830,0.34047619047619054,positive,0.4678571428571429,objective
"place close douglas park . ’ love place view , coziness , location , people . place good solo adventurer .",32233188,0.6,positive,0.6000000000000001,objective
"place located south-east area downtown la . 15 mile away downtown long beach . wherever go , nice spot save ton time . place , real safe , also close restaurant dining family-friendly activity . ’ love place neighborhood , light , comfy bed , kitchen . place good couple solo adventurer .",88210523,0.4833333333333332,positive,0.6750000000000002,objective
"enjoy ocean view architecturally pristine mid century home . uniquely situated private street , home feature 3 bedroom & 3 1/2 bath . convenient access town , hiking trail sunset stroll . best spot los angeles .",33047645,0.355,positive,0.43499999999999994,objective
"5 minute away walk fame ! wahser / dryer unit , dishwasher , full kitchen & central ac . walking distance best tourist attraction .",69268330,0.45,positive,0.3666666666666667,objective
"one bedroom apartment heart sliverlake . ideal couple . great writing relaxing , watching movie long day socal sightseeing . comfy tempurpedic bed , lot natural light . 'm quiet building really close sunset blvd . great central location la offer . full kitchen everything need . one queen bed , couch double futon . ( also secret room back , kid surprise visitor ... ) 'm animal , ask deposit .",3925011,0.2384615384615385,positive,0.4641025641025641,objective
"come stay rustic 1877 's escape estate wood altadena . working dairy ranch next angle forest . sleep private entry apartment suite panoramic view los angeles light , listen sound owl silence . shop and/or hike , visit historic pasadena . best world !",11342600,0.3,positive,0.29583333333333334,objective
"place close penmar golf course mitsuwa marketplace . ’ love place comfy bed , neighborhood , light . place good single female , business traveler .",48477918,0.3057142857142857,positive,0.45619047619047615,objective
"heart los angeles beautifully designed hideaway enchant heart relax soul . 's perfect spot come back running around town unwind spice ! moodlighting added bedroom extra special someone . le 2 mile downtown la , hollywood 5 mile beverly hill . normandie train station couple block away offer parking space nearby lot street get little overcrowded .",11341922,0.3366071428571429,positive,0.5285714285714286,objective
"gorgeous remodeled 3 bedroom , 2 bath home pomelo/hale/el camino prime school district . large window doorwalls open lush landscaped backyard covered gazebo area pool . granite countertop kitchen / bathroom , hardwood-like floor , espresso kitchen stainless steel appliance . 2 car garage , washer/dryer , expanded extra large master bedroom , living room area modern electric fireplace . near fallbrook & platt shopping center , topanga mall village !",49206913,0.16035714285714284,positive,0.3657142857142857,objective
"place close lure nightclub , sunset tower hotel , saddle ranch chop house , standard , hollywood hotel , los balcones . ’ love place ambiance , neighborhood , outdoors space , comfy bed , light . place good couple , solo adventurer , business traveler , family ( kid ) .",73924106,0.4,positive,0.475,objective
"stunning modern two bedroom two bath penthouse located heart beverly hill . 2,000 square foot pure luxury , accommodation spacious inviting . walking distance world famous dining , shopping , nightlife !",13413336,0.38482142857142854,positive,0.7,objective
"border cypress park mt washington , spacious one bedroom offer original contemporary visual art , central air/heat , full kitchen . view stretch peak downtown along river past elysian park griffith observatory hollywood hill . near heart city , hop eclectic shop cafe highland park echo park , thrum culture downtown la short walk revitalized beauty los angeles river .",30046040,0.09270833333333332,positive,0.3333333333333333,objective
"historic 1920 's artist house secluded walk street heart venice , block abbot kinney blvd . large back garden outdoor entertaining space , large master suite separate studio guest house .",1680234,0.18571428571428572,positive,0.31142857142857144,objective
"renovated , airy guest cottage walking distance beach , abbot kinney & rose ave. oasis separate yard , deck & outdoor fireplace . organic clean space perfect place relax , unwind & experience venice .",388919,0.6555555555555556,positive,0.8833333333333333,objective
"cool comfortable one bedroom right heart santa monica ! boast california king bed perfectly fit two ! 19 block famous santa monica pier . beach , shopping restaurant within walking distance ! 's great place vacation work !",39023436,0.5386904761904762,positive,0.6892857142857144,objective
"cute spanish cottage built 30 's . capture essence shore lifestyle . sit front porch , read book , drink listen sea breeze . great , relaxing getaway . architectural detail original art throughout .",33876540,0.41875,positive,0.625,objective
enjoy stunning 360 view los angeles modern loft style apartment heart hollywood . accommodation located sunset blvd right next highway 101 short drive downtown los angeles .,40602933,0.23095238095238094,positive,0.4392857142857143,objective
"charming bungalow capture essence california lifestyle w/ seamless interior/exterior transition . centrally located hip part highland park , house beautifully designed w/ handmade furniture well curated object",123295,0.4125,positive,0.5875,objective
"dear friend ! welcome brand new apartment ! place situated heart venice beach . 5 minute walk abbot kinney , 10 minute walk world famous venice beach . santa monica famous pier super close . make home , feel free use everything living room , kitchen patio respectful guest share apartment . street parking problem , also reserve parking place 10 $ day , bicycle 10 $ day .",14365675,0.45768398268398264,positive,0.7887445887445887,objective
"clean , stylish apartment one beautiful neighborhood los angeles : hancock park/larchmont . centralized location provides guest quick access hollywood , downtown la , west hollywood , beverly hill . easy access 10 fwy , guest also easily travel beach city santa monica , venice , malibu , others . amenity include 52 '' flat-screen television , wi-fi , refrigerator , ample closet space , washer/dryer site , hardwood floor .",74245946,0.48611111111111116,positive,0.811111111111111,objective
"3房2.5卫整體的房源 , 獨立隱私自由。房子新、廚房炊餐具齐全。1个king超大床和2个queen 的双人大床。洗烘衣、双停車位。樓下大街对面就是華人超市 , 旁邊有学校医院。樓下还有美食一条街 , 中英文电影院、健身房、免費游泳池。临近10高速 , 交通方便。距機場30分鐘左右。距环球影城20分鐘。",109404010,0.0,neutral,0.0,neutral
"place close restaurant , coffee , theater , bar . house accommodated 4 people kitchen , room , 2 queen size bed additional inflatable queen mattress , closet space , full bathroom , patio . close ho art district ho bike path . minute universal studio hollywood blvd . minute lankershim metro station . close burbank bob hope airport . easy access freeway . . place good business traveler .",101083764,0.37083333333333335,positive,0.49583333333333335,objective
make date night u ! soundstage movie projector speaker .,68317105,0.0,neutral,0.0,neutral
"beautiful single bedroom west los angeles mansion available rental . estate sits lush ground w/an oversized swimming pool & designer furnishing . 1 mile ucla , surrounding area , beverly hill , hollywood , santa monica . breakfast dinner included overall price .",25406808,0.2557142857142857,positive,0.3828571428571429,objective
"sunny spacious 1 bedroom condo heart west hollywood ! ! located safe , friendly , charming area , lovely newly remodeled condo step away beverly hill , sunset strip & best neighborhood offer .",15534411,0.5352272727272728,positive,0.5840909090909091,objective
"gorgeous one bedroom apartment located directly heart beverly hill . spago ! neiman marcus ! rodeo drive ! walking distance dozen shop restaurant beverly drive , also easy 30 minute drive either downtown beach . adorable apartment recently redone retains 's vintage charm . parking space , in-house washer/dryer , central heating ac included . perfect foodie , fashionistas , furry friend !",10577228,0.4040922619047619,positive,0.6619047619047619,objective
newly renovated home heart venice . gorgeous landscaping beautifully decorated . home away home !,1362945,0.6121212121212122,positive,0.7848484848484848,objective
"welcome 1924 2bed 2bath spanish-style home heart hollywood . located quiet residential street . vacation getaway offer privacy tranquility 8-foot ivy covered fence , key entry , retreat-style garden .",6397101,0.26666666666666666,positive,0.7444444444444445,objective
"温馨的客房 . 安静宽敞乾淨舒適 . • 10 分钟到橙县 • 35 分钟到迪士奈乐园 • 30 分钟到洛杉矶市中心 • 40 分钟到洛杉矶国际机场 • 开车 2-10 分钟即可到达香港超市丶顺发超市 , 大华超市 , 更有韩国丶日本超市丶wal mart丶target 及 costco。大型百货公司puente hill mall 及brea mall。 预约请洽陈小姐 ( phone number hidden ) ( sensitive content hidden ) : ericon_an line : ( phone number hidden )",9488470,-0.22999999999999998,negative,0.58,subjective
"place close loyola marymount university . ’ love place location , view , people , ambiance , outdoors space . 'll able stay home office , sofa bed , two desk . closet space limited , 's perfect nice get away night 's stay . 'm easy going would enjoy host . two cat live door let . allergy cat , .",99107316,0.4372835497835498,positive,0.6501488095238095,objective
"spacious room/bathroom new full sized bed , 5 minute walk griffith park . near great coffee shop , bar , entertainment . walk hollywood blvd , super convienant , private parking * cat ( cute friendly ) , must like cats/no allergy * airbnber living room ( sectioned ) apartment full kitchen amenity , stove , full fridge , oven , washer dryer , private entrance , keyless electronic lock , air conditioner heater , clean , hardwood floor . great water pressure",14645867,0.3431818181818182,positive,0.5862470862470862,objective
"contract take bus camping trip separate contract. , place good couple . would like take surfing safari , extra 45 top airbnb charge . water cooled subaru motor reliable even long trip .",6960000,0.2875,positive,0.4,objective
"place close red lion tavern , gingergrass , silverlake wine , silverlake coffee , 365 whole food grocery , cha cha lounge . ’ love place people location . place good couple solo adventurer .",78758064,0.35,positive,0.4,objective
place meant family friend travelling seeking experience living food district long beach .,83621924,-0.05,negative,0.4,subjective
place located franklin village close hollywood walk fame griffith observatory . ’ love place location coziness . place good couple solo adventurer .,78701181,0.6,positive,0.6000000000000001,objective
"guest room quiet charming 2-bedroom , 1-bathroom house historic highland park . home conveniently located near 110 , 134 , metro rail gold line , 10-minute drive downtown la , pasadena , glendale .",52125948,0.19999999999999998,positive,0.43333333333333335,objective
"venice beach weekend get way . look abbot kinney . middle , peaceful hideaway .",3536090,0.125,positive,0.25,objective
"spacious , beautifully furnished one bedroom condo short walk away santa monica beach pier front . host great restaurant surrounding property famous third street promenade shopping need 's shortage thing .",9896419,0.43,positive,0.61,objective
come stay home ! unit full kitchen two bedroom . 's walking distance abbot kinney located venice beach . abbot kinney voted `` coolest block america '' ! ! !,46663869,0.68359375,positive,0.55,objective
sunrise ? sunset ? ! cozy room futon - bed garden view . imagine nice meal yoga fabulous deck amazing ocean mountain view . 4 minute away zuma beach ! !,3975009,0.43437500000000007,positive,0.9125,objective
"beverly hill , wifi , smoker allowed , top bunkbed , short & long stay ok , safe & easy parking , bus stop block away , coffee shop , laundry , market , restaurant & fast food , flexible check 1045pm latest , check 11am . expect people @ 7am bit noisy .",74342848,0.3229166666666667,positive,0.5666666666666668,objective
beautiful apt vibe,30608664,0.725,positive,1.0,objective
"new ! charming 400 square foot studio foothill sherman oak south ventura blvd . lovely neighborhood close great restaurant , bar shop . small kitchen dining table chair also private patio partial view san fernando valley . 's close 101 405 freeway making convenient go almost anywhere la .",85973702,0.26006493506493505,positive,0.5756493506493506,objective
"enjoy outskirt los angeles proper within hip n trendy east side neighborhood ! 5 min . walk echo park lake , 5 min drive dtla , located next silverlake right freeway exit . echo plex w/i walking distance .",5683410,0.2871428571428571,positive,0.40714285714285714,objective
hello 'm young professional woman looking roommate ! 'm town 3 day week usually friday - sunday live fourplex . front back door gated parking back house . laundry house . apple tv internet,17414839,0.01856060606060606,positive,0.20833333333333334,objective
"enjoy privacy petite guest house independent access , quiet , spacious lot light.bathroom kitchenette appliance refrigerator spacious closet space access laundry ( url hidden ) parking 24/7 free hi speed wi filocated torrance next redondo beach , palos verdes , hermosa beach , manhattan beach , redondo beach pier ( whale watching boat fishing , also find best sea food market ( live lobster etc : ) bask kitchen kone coffee much",283146,0.24696969696969698,positive,0.4091666666666667,objective
"private room shared bathroom , dining nook kitchen . living room converted another bedroom room cheap santa monica . 60 style apartment building ten minute walk beach . 20 minute walking third st promenade , 10 minute whole food venice . plentiful yoga studio workout place area . sharing apartment room mate .",2380354,0.12000000000000002,positive,0.29500000000000004,objective
"amazing beautiful comfortable bedroom one bathroom peaceful quite neighborhood ! ! ! ! beautiful home near lax , close iconic beach california santa monica , venice , manhattan beach , 20 min downtown la . big aerospace , mattel , raytheon , boeing , la afb , northrup g , spacex much . perfect 4 business/pleasure",10135357,0.5455946180555556,positive,0.6888888888888889,objective
"furnished 1 bedroom/private bath , close everything ! near melrose & grove shopping center , walking museum , lacma , art gallery , 2 miles/beverly hill . 5 mile hollywood sign . la 's best restaurant ! fun pub walking distance !",10108186,0.34375,positive,0.25,objective
"cute simple room soft bed , closet , mini-dresser . need anything else , let know 'll see get . * please send message inquire long-term booking , currently booking short-term .",5941626,0.15,positive,0.5267857142857143,objective
welcome casa amor ! lush 2br| 2br apartment located heart los angeles step away away miracle mile & grove la shopping center + farmer market .,21485254,0.3333333333333333,positive,0.43333333333333335,objective
"brand new apartment +5 bed heart downtown la . mediterrabean style luxury resort complex absolutely gorgeous ultimate resort get away 've looking ! ! whether enjoying ultra luxury pool , exploring lively street downtown la , perfect home away home stay los angeles . free wifi , free parking . please read house rule instant booking inquiring .",60271552,0.29727272727272724,positive,0.7121212121212122,objective
"lovely townhouse neighborhood w/great proximity hollywood , downtown , westside , studio city , burbank , major studio etc ! literally 7 min . drive universal . shoe-free , upscale home w/attached garage & w/d inside !",48542890,0.19270833333333334,positive,0.4166666666666667,objective
"house 2-3 room 2 bathroom rent ! near downtown la , block south pasadena alhambra ! close many store night life , accessible la fitness gym mile away . ask detail .",10036744,0.3333333333333333,positive,0.425,objective
"elegant 1 bedroom 1 bathroom beverly hill west hollywood . real hardwood floor , small balcony steel appliance . wireless internet tv cable .",91136,0.15,positive,0.5666666666666668,objective
"guest bedroom twin bed turned king . second bedroom bunkbed double bed bottom twin bed top . amenity include : - use large living room , dining room , kitchen - outdoor patio . grill available cooking . - pool , jacuzzi tennis court . - one parking spot gated community - besides two turtle , pet .. place good couple , solo adventurer , family ( kid ) .",9688471,0.30238095238095236,positive,0.32142857142857145,objective
"place 5minutes away downtown culver city , home arclight cinema countless yummy , diverse restaurants.several major supermarket cafe area.baldwin hill scenic overlook hiking pleasure & highway access even block away.you ’ love place bc 's cozy layout & luscious pathway lead pool day beach seems like trek- nice balcony smoking needs.a pleasant student rent couch hardly home .",74351250,0.20059523809523808,positive,0.694047619047619,objective
"2 bedroom , 2 bathroom midcentury modern home located five mile dtla . set 1/3 acre lot tranquil hillside community mt . washington , family-friendly property offer privacy , ample outdoor space , expansive view la .",5003194,0.2,positive,0.3,objective
"place close venice beach , venice farmer market , venice beach boardwalk . ’ love place location , ambiance , outdoors space , neighborhood quiet close lot amenity .. place good couple , solo adventurer , business traveler , family ( kid ) , furry friend ( pet ) .",10658835,0.39999999999999997,positive,0.5111111111111112,objective
great comfortable setting beautiful 4 bedroom townhouse ( gated 10 unit complex ) . ideal location walking distance redondo beach pier & beach . hermosa & manhattan beach minute away car . house fully equipped great stay ! room next door another airbnb listing offered .,32721530,0.5214285714285715,positive,0.6714285714285714,objective
"historic craftsman charming larchmont village . furnished w/ beautiful antique modern appliance . near paramount studio 1m famous hollywood blvd attraction . backyard outdoor fireplace deck bbq . driveway park 3 car home old 's perfect loved want feel comfortable staying . live see personal belonging feel free read book , watch movie play game .",11979221,0.3347402597402597,positive,0.6071428571428571,objective
"cozy immaculate studio apartment quiet getaway . 're minute away freeway lively la tourist destination , hidden away quaint farm . spend day city- 're 15 minute universal studio , 30 minute hollywood beach , 1 hour disneyland . visit animal farm go horseback riding . finish day jacuzzi star . everything need recharge .",64302894,-0.04606060606060606,negative,0.3833333333333333,subjective
"beautiful one bedroom/one bath suite private entrance situated 1929 monterey colonial home upscale quiet los feliz neighborhood , los feliz boulevard . includes : double bed , frig , coffee maker . street parking !",63786812,0.2125,positive,0.4270833333333333,objective
